buy_date,code,actual_code,actual_name,days_since_limit,is_pullback,y_ret,y_body_ret,open_gap,score,rank
2026-03-25,600143,002896,中大力德,2,1,-0.02390438247011961,-0.04029099048684959,-0.004664723032069884,2.1247627565539684,1
2026-03-25,002896,002896,中大力德,2,1,-0.0332467532467533,-0.0690345172586293,-0.01921010209564744,2.1869842355387705,2
2026-03-25,603616,002896,中大力德,2,1,-0.04275862068965508,-0.04275862068965508,-0.02017291066282434,2.3593600317996746,3
2026-03-25,603778,002896,中大力德,3,1,0.0024340770791075883,-0.011599999999999944,-0.006070416835289416,2.412430933103919,4
2026-03-25,000703,002896,中大力德,2,1,0.02533783783783794,-0.012205044751830596,0.0,2.6027027027027034,5
2026-03-25,605389,002896,中大力德,4,1,-0.008156606851549841,-0.03797468354430389,-0.009868421052631526,2.678410749549246,6
2026-03-25,002565,002896,中大力德,2,1,-0.0041224970553592755,-0.02310803004043893,0.0023654642223536193,2.764144967572381,7
2026-03-25,600376,002896,中大力德,2,1,-0.01873935264054516,-0.023728813559322104,-0.02777777777777779,2.9276925989021403,8
2026-03-25,002310,002896,中大力德,2,1,-0.010443864229765065,-0.01302083333333326,-0.02902374670184693,2.9859255840228136,9
2026-03-25,002150,002896,中大力德,2,1,-0.03466249674224653,-0.022433359725521296,-0.027807775377969746,3.058077511734947,10
2026-03-25,603727,002896,中大力德,2,1,-0.0015189873417722488,0.013360739979444869,-0.03651115618661249,3.793490641127677,11
2026-03-25,002109,002896,中大力德,4,1,-0.02422907488986792,-0.013363028953229494,-0.02483069977426622,3.8769025765455654,12
2026-03-25,002432,002896,中大力德,4,1,0.0054527428949107115,-0.0037655533726259627,0.0027937551355792234,4.034747662140377,13
2026-03-25,002339,002896,中大力德,5,1,0.040797824116047154,-0.010344827586206806,-0.004355400696864131,4.090842523241964,14
2026-03-25,000990,002896,中大力德,5,1,-0.023541453428863934,-0.006250000000000089,-0.023060796645702153,4.294411292001127,15
2026-03-25,603618,002896,中大力德,5,1,0.01468428781204123,-0.01285714285714279,0.0,4.31747430249633,16
2026-03-25,603912,002896,中大力德,5,1,0.017094017094017033,-0.02358974358974364,0.0021008403361344463,4.630869783810959,17
2026-03-25,603787,002896,中大力德,2,1,0.029014844804318374,-0.04208542713567842,-0.04393442622950816,4.904249905975527,18
2026-03-25,000020,002896,中大力德,3,1,-0.0976190476190476,-0.0692534381139489,-0.061741424802110756,8.189923357205672,19
2026-03-25,000968,002896,中大力德,4,1,-0.047272727272727244,0.01747572815533971,-0.0725190839694656,9.68047189451769,20
