buy_date,code,actual_code,actual_name,days_since_limit,is_pullback,y_ret,y_body_ret,open_gap,score,rank
2026-03-27,000592,002475,立讯精密,2,1,-0.0429722470904208,-0.0531443755535872,-0.013096351730589206,1.653413149782287,1
2026-03-27,002491,002475,立讯精密,2,1,-0.047368421052631615,-0.06459948320413433,-0.012891344383056946,1.6680818067267476,2
2026-03-27,000791,002475,立讯精密,2,1,-0.03135135135135125,-0.03135135135135125,-0.014508928571428603,1.7017036679536703,3
2026-03-27,600158,002475,立讯精密,2,1,-0.04185218165627791,-0.08658743633276733,-0.013011152416356975,1.7676814215412673,4
2026-03-27,600802,002475,立讯精密,2,1,-0.04784688995215314,-0.021311475409836023,-0.01005025125628134,1.777749993989091,5
2026-03-27,002795,002475,立讯精密,3,1,-0.005056890012642201,-0.013784461152882233,-0.01143583227445999,1.8968718926551384,6
2026-03-27,002771,002475,立讯精密,2,1,-0.02008269344359126,-0.03265306122448974,-0.004822182037371836,2.0784433438115464,7
2026-03-27,600152,002475,立讯精密,2,1,-0.014534883720930258,-0.00877192982456143,-0.003933136676499416,2.1229654021175004,8
2026-03-27,000065,002475,立讯精密,3,1,-0.016997167138810054,-0.016997167138810054,-0.01008645533141217,2.1273318039692635,9
2026-03-27,000811,002475,立讯精密,3,1,-0.03418803418803418,-0.04338624338624342,-0.012721238938052881,2.145628167309561,10
2026-03-27,002479,002475,立讯精密,2,1,0.011824324324324342,-0.04920634920634914,-0.0033388981636061077,2.160704778233984,11
2026-03-27,600589,002475,立讯精密,2,1,-0.02872531418312385,-0.02872531418312385,-0.004621072088724643,2.1676953045925265,12
2026-03-27,000415,002475,立讯精密,3,1,-0.015945330296127436,-0.013698630136986245,-0.0092592592592593,2.2016367164430894,13
2026-03-27,002038,002475,立讯精密,2,1,-0.03839999999999999,-0.0337620578778135,-0.004991680532445808,2.208031946755419,14
2026-03-27,000035,002475,立讯精密,3,1,-0.051587301587301515,-0.04400000000000004,-0.012552301255230103,2.2679285382214225,15
2026-03-27,002645,002475,立讯精密,3,1,-0.0383275261324042,-0.04772857964347332,-0.010265700483091722,2.2800501607500614,16
2026-03-27,002761,002475,立讯精密,2,1,-0.015240328253223745,-0.023255813953488302,-0.0023809523809523725,2.2838273879305526,17
2026-03-27,600433,002475,立讯精密,2,1,0.018918918918918948,-0.01308900523560208,-0.0026525198938992522,2.2860993619614263,18
2026-03-27,001376,002475,立讯精密,2,1,-0.04921700223713643,-0.05555555555555558,-0.004705882352941115,2.32314778260298,19
2026-03-27,002445,002475,立讯精密,3,1,-0.05386416861826693,-0.03809523809523818,-0.00990099009900991,2.4408143390451444,20
2026-03-27,001203,002475,立讯精密,3,1,-0.001223990208078396,0.008902077151335286,-0.004901960784313597,2.5195958432332675,21
2026-03-27,001400,002475,立讯精密,2,1,0.017652250661959412,-0.00266152105928541,-0.00020014677430102434,2.5212033278655728,22
2026-03-27,002265,002475,立讯精密,3,1,-0.05168820341809077,-0.02108433734939752,-0.00879120879120876,2.53438474822385,23
2026-03-27,600773,002475,立讯精密,3,1,-0.012452625879805113,-0.01671159029649605,-0.005482456140350811,2.55137539300336,24
2026-03-27,000690,002475,立讯精密,2,1,0.026737967914438387,-0.012006861063464935,0.0,2.613903743315507,25
2026-03-27,002941,002475,立讯精密,2,1,-0.045991298943443115,-0.045991298943443115,-0.0013029315960911836,2.6376372319384265,26
2026-03-27,600184,002475,立讯精密,3,1,-0.05562130177514779,-0.034482758620689724,-0.01629072681704269,2.674043095905451,27
2026-03-27,600537,002475,立讯精密,3,1,-0.03053435114503822,-0.023076923076922995,-0.005249343832021025,2.7193404259582032,28
2026-03-27,002887,002475,立讯精密,3,1,-0.05354200988467872,-0.07113985448666116,-0.006962576153176636,2.732078463759766,29
2026-03-27,600026,002475,立讯精密,3,1,-0.05645479668377418,-0.05645479668377418,-0.017154811715481166,2.7671195450183097,30
2026-03-27,002663,002475,立讯精密,3,1,-0.02904564315352709,-0.03305785123966942,-0.004273504273504147,2.805014717877802,31
2026-03-27,600475,002475,立讯精密,3,1,-0.03854389721627405,-0.03492745835572264,-0.0050111358574610465,2.8072375919840877,32
2026-03-27,000859,002475,立讯精密,2,1,-0.03384912959381037,-0.013820335636722691,0.0010010010010010895,2.8109331768906354,33
2026-03-27,002323,002475,立讯精密,3,1,-0.04428044280442811,-0.061594202898550665,-0.0038610038610037423,2.9681431563350507,34
2026-03-27,000753,002475,立讯精密,2,1,-0.050215208034433245,-0.04196816208393628,-0.025679758308157052,2.969697495091171,35
2026-03-27,600186,002475,立讯精密,3,1,0.0,-0.008462623413258097,0.0,3.0,36
2026-03-27,600345,002475,立讯精密,2,1,-0.004751187796949385,-0.012896825396825462,-0.029648241206030157,3.002833622978611,37
2026-03-27,002498,002475,立讯精密,3,1,-0.037694013303769425,-0.034482758620689724,-0.02188940092165892,3.090492198596047,38
2026-03-27,002519,002475,立讯精密,3,1,-0.03402187120291622,-0.024539877300613466,-0.02264150943396237,3.136325913019567,39
2026-03-27,000070,002475,立讯精密,2,1,-0.018915510718789386,-0.007653061224489721,-0.03020565552699228,3.1760027489893887,40
2026-03-27,000509,002475,立讯精密,3,1,-0.050108932461873534,-0.048034934497816484,-0.022935779816513846,3.294449441346373,41
2026-03-27,600510,002475,立讯精密,3,1,-0.0117647058823529,-0.020979020979020935,0.0023809523809523725,3.4274509803921553,42
2026-03-27,000703,002475,立讯精密,4,1,-0.016406250000000067,-0.016406250000000067,-0.002382843526608336,3.492965647339167,43
2026-03-27,002222,002475,立讯精密,3,1,-0.02984409799554555,-0.022002694207453932,-0.02754820936639124,3.593573720603488,44
2026-03-27,002685,002475,立讯精密,3,1,-0.022922636103151928,-0.03262411347517724,0.0029325513196480912,3.593938273575948,45
2026-03-27,000889,002475,立讯精密,2,1,-0.04519774011299438,-0.03703703703703698,-0.032544378698224796,3.66690736469093,46
2026-03-27,000020,002475,立讯精密,5,1,-0.020361990950226172,0.014645577035735213,-0.019630484988452657,3.925944426447075,47
2026-03-27,600744,002475,立讯精密,3,1,-0.0500556173526141,-0.030646992054483735,-0.029274004683840782,3.927845407204991,48
2026-03-27,600683,002475,立讯精密,5,1,-0.04722979109900083,-0.056654676258992676,-0.019065776930410006,4.0844160218330074,49
