buy_date,code,actual_code,actual_name,days_since_limit,is_pullback,y_ret,y_body_ret,open_gap,score,rank
2026-03-27,000862,002475,立讯精密,5,1,-0.06334841628959287,-0.027027027027027084,-0.018115942028985366,4.118381533215279,50
2026-03-27,002475,002475,立讯精密,2,1,-0.015303119482048322,-0.029394701218333097,-0.040047818290496084,4.328163150715916,51
2026-03-27,600666,002475,立讯精密,2,1,0.04734848484848486,-0.04819277108433728,-0.03797468354430378,4.335749904104333,52
2026-03-27,002730,002475,立讯精密,2,1,-0.10015467904098996,-0.10015467904098996,-0.03223033949290932,4.471971752296838,53
2026-03-27,600815,002475,立讯精密,2,1,-0.020979020979020935,-0.08296943231441045,-0.04047619047619044,4.484363671263229,54
2026-03-27,600032,002475,立讯精密,2,1,-0.03149001536098317,-0.012529365700861383,-0.04282315622521804,4.79069886991403,55
2026-03-27,002218,002475,立讯精密,3,1,-0.05890410958904102,-0.05890410958904102,-0.03639010189228531,4.838045103786564,56
2026-03-27,002428,002475,立讯精密,3,1,-0.03592814371257491,-0.03132780082987563,-0.03876633112015415,4.9393848841190975,57
2026-03-27,002310,002475,立讯精密,4,1,-0.08157894736842097,-0.04120879120879117,-0.03151862464183386,5.0348665359674305,58
2026-03-27,002309,002475,立讯精密,2,1,-0.0650887573964497,-0.014553014553014387,-0.044303797468354444,5.237165755374131,59
2026-03-27,001258,002475,立讯精密,4,1,-0.07972858354537737,-0.039823008849557584,-0.03410138248847916,5.329994566980518,60
2026-03-27,600376,002475,立讯精密,4,1,-0.06537102473498235,-0.04856115107913661,-0.035916824196597474,5.432987101471555,61
2026-03-27,000539,002475,立讯精密,2,1,0.004021447721179738,-0.02473958333333326,-0.05073431241655535,5.52028907175608,62
2026-03-27,002150,002475,立讯精密,4,1,-0.055313700384122866,-0.016528925619834656,-0.03740851179181359,5.531531018090614,63
2026-03-27,002256,002475,立讯精密,5,1,-0.07773109243697485,-0.05183585313174954,-0.04328018223234609,7.015470607377329,64
2026-03-27,002565,002475,立讯精密,4,1,-0.06905055487053013,-0.06674907292954269,-0.05894039735099332,8.225252121083441,65
