buy_date,code,actual_code,actual_name,days_since_limit,is_pullback,y_ret,y_body_ret,open_gap,score,rank
2026-03-23,000037,600996,贵广网络,3,1,-0.01886792452830177,-0.008579599618684486,-0.011538461538461608,1.997097242380253,1
2026-03-23,000048,600996,贵广网络,3,1,-0.04626168224299054,-0.03862458784738576,-0.009799118079372837,2.3901816500066406,2
2026-03-23,001258,600996,贵广网络,2,1,-0.0585365853658536,-0.05019685039370081,-0.01968911917098437,2.437204600025266,3
2026-03-23,000042,600996,贵广网络,4,1,-0.02083333333333326,-0.02934782608695652,-0.01007838745800671,2.758827920865995,4
2026-03-23,000617,600996,贵广网络,2,1,-0.07376283846872089,-0.0552380952380952,-0.022177419354838745,2.8078446432336417,5
2026-03-23,000990,600996,贵广网络,3,1,-0.06060606060606055,-0.04222451081359424,-0.021505376344086113,3.2353861192570954,6
2026-03-23,000572,600996,贵广网络,4,1,-0.058730158730158744,-0.06170886075949378,-0.01686340640809436,3.356181910650706,7
2026-03-23,001278,600996,贵广网络,5,1,-0.045913682277318624,-0.05545454545454542,-0.01347449470644857,3.514758928863406,8
2026-03-23,000620,600996,贵广网络,5,1,-0.042483660130718914,-0.023333333333333317,-0.017064846416382395,3.8463539226839907,9
2026-03-23,000639,600996,贵广网络,5,1,-0.05387205387205396,-0.06020066889632114,-0.02491103202846967,4.722079633823399,10
2026-03-23,000890,600996,贵广网络,4,1,-0.062142857142857055,-0.027407407407407325,-0.046458492003046525,6.672161897508439,11
2026-03-23,000533,600996,贵广网络,4,1,-0.09849300322927868,-0.08967391304347816,-0.04955223880597015,7.527690943420211,12
