date,open,close,high,low,amount
2026-03-04,3.39,3.32,3.4,3.14,653870.0
2026-03-05,3.33,3.65,3.65,3.25,783678.0
2026-03-06,3.53,3.5,3.6,3.39,1230835.0
2026-03-09,3.7,3.54,3.85,3.52,1556359.0
2026-03-10,3.39,3.46,3.51,3.32,1268681.0
2026-03-11,3.46,3.58,3.64,3.36,1175923.0
2026-03-12,3.75,3.94,3.94,3.65,1609676.0
2026-03-13,3.91,4.17,4.33,3.84,2490420.0
