date,open,close,high,low,amount
2026-03-16,2.16,2.0,2.17,2.0,5222778.0
2026-03-17,2.04,2.2,2.2,2.04,2010402.0
2026-03-18,2.27,2.42,2.42,2.21,5951029.0
2026-03-19,2.4,2.28,2.51,2.28,7918373.0
2026-03-20,2.23,2.13,2.32,2.11,4710088.0
2026-03-23,2.04,2.07,2.21,2.01,3977505.0
2026-03-24,2.1,2.16,2.17,2.04,3517633.0
2026-03-25,2.11,2.18,2.22,2.08,3562504.0
