date,open,close,high,low,amount
2026-03-17,19.48,20.9,21.57,19.48,412007.0
2026-03-18,20.9,21.43,21.88,20.61,371058.0
2026-03-19,21.0,21.59,21.85,20.92,285067.0
2026-03-20,21.63,22.96,23.25,21.41,361106.0
2026-03-23,22.0,22.73,23.88,21.6,354554.0
2026-03-24,22.78,23.51,23.7,22.2,349100.0
2026-03-25,23.28,25.86,25.86,23.08,329219.0
2026-03-26,25.86,23.27,27.0,23.27,559092.0
