date,open,close,high,low,amount
2026-03-16,16.91,16.27,17.12,16.08,137726.0
2026-03-17,16.38,15.78,16.43,15.76,95588.0
2026-03-18,15.9,17.36,17.36,15.9,310965.0
2026-03-19,17.8,17.5,18.37,17.45,354415.0
2026-03-20,17.6,17.27,18.28,17.23,221206.0
2026-03-23,17.5,16.63,17.57,16.48,201054.0
2026-03-24,16.97,17.5,18.1,16.8,249400.0
2026-03-25,17.5,18.49,18.66,17.31,304124.0
