date,open,close,high,low,amount
2026-03-18,22.54,23.36,23.7,22.54,47068.0
2026-03-19,23.12,22.08,23.18,21.96,47347.0
2026-03-20,22.25,21.15,22.5,21.08,41357.0
2026-03-23,20.8,19.72,20.95,19.5,55031.0
2026-03-24,20.2,21.69,21.69,19.93,49878.0
2026-03-25,21.69,22.13,22.52,21.26,81807.0
2026-03-26,22.5,21.79,22.78,21.72,49641.0
2026-03-27,22.0,22.49,22.66,21.52,55466.0
