date,open,close,high,low,amount
2026-03-04,23.78,23.8,24.49,23.41,50890.0
2026-03-05,24.21,23.81,24.39,23.58,45959.0
2026-03-06,23.68,24.16,24.43,23.5,45116.0
2026-03-09,23.88,24.38,24.56,23.24,68080.0
2026-03-10,24.44,24.46,25.01,24.33,42058.0
2026-03-11,24.46,25.02,25.38,24.36,85291.0
2026-03-12,25.16,27.52,27.52,25.16,109168.0
2026-03-13,27.52,26.97,28.04,26.9,300109.0
