date,open,close,high,low,amount
2026-03-18,8.38,8.72,8.92,8.26,1532159.0
2026-03-19,8.41,8.23,8.44,8.18,1047031.0
2026-03-20,8.32,7.81,8.35,7.8,978619.0
2026-03-23,7.73,7.67,8.03,7.6,1009755.0
2026-03-24,7.85,7.9,7.9,7.63,1030754.0
2026-03-25,7.98,7.96,8.14,7.86,1002816.0
2026-03-26,8.76,8.76,8.76,8.7,1315301.0
2026-03-27,8.68,8.9,9.11,8.38,3067584.0
