date,open,close,high,low,amount
2026-03-18,4.65,4.72,4.79,4.56,637740.0
2026-03-19,4.62,4.56,4.66,4.53,584111.0
2026-03-20,4.56,4.31,4.59,4.31,636231.0
2026-03-23,4.18,3.99,4.21,3.96,680545.0
2026-03-24,4.12,4.18,4.19,3.95,500410.0
2026-03-25,4.21,4.6,4.6,4.18,898262.0
2026-03-26,4.57,4.6,4.68,4.47,1044956.0
2026-03-27,4.55,4.68,4.73,4.49,665908.0
