date,time,open,high,low,close,volume,amount
2026-01-30,20260130093500000,23.2800,23.8900,23.2800,23.7900,6301080,148756515.0000
2026-01-30,20260130094000000,23.8300,23.8300,23.2500,23.2600,4349189,101743950.0000
2026-01-30,20260130094500000,23.2400,23.4500,23.0400,23.2500,3214100,74631139.0000
2026-01-30,20260130095000000,23.2500,23.3300,23.0500,23.3300,1849900,42824015.0000
2026-01-30,20260130095500000,23.3300,23.7400,23.0500,23.0900,1605700,37629081.0000
2026-01-30,20260130100000000,23.0900,23.1100,22.9300,22.9600,3019356,69380406.0000
2026-01-30,20260130100500000,22.9600,22.9600,22.9300,22.9300,1223900,28066380.0000
2026-01-30,20260130101000000,22.9300,22.9300,22.9300,22.9300,258600,5929698.0000
2026-01-30,20260130101500000,22.9300,22.9300,22.9300,22.9300,1076900,24693317.0000
2026-01-30,20260130102000000,22.9300,22.9300,22.9300,22.9300,161000,3691730.0000
2026-01-30,20260130102500000,22.9300,22.9300,22.9300,22.9300,64500,1478985.0000
2026-01-30,20260130103000000,22.9300,22.9300,22.9300,22.9300,60000,1375800.0000
2026-01-30,20260130103500000,22.9300,22.9300,22.9300,22.9300,43400,995162.0000
2026-01-30,20260130104000000,22.9300,22.9300,22.9300,22.9300,40100,919493.0000
2026-01-30,20260130104500000,22.9300,22.9300,22.9300,22.9300,71200,1632616.0000
2026-01-30,20260130105000000,22.9300,22.9300,22.9300,22.9300,59700,1368921.0000
2026-01-30,20260130105500000,22.9300,22.9300,22.9300,22.9300,90900,2084337.0000
2026-01-30,20260130110000000,22.9300,22.9300,22.9300,22.9300,45100,1034143.0000
2026-01-30,20260130110500000,22.9300,22.9300,22.9300,22.9300,90500,2075165.0000
2026-01-30,20260130111000000,22.9300,22.9300,22.9300,22.9300,32700,749811.0000
2026-01-30,20260130111500000,22.9300,22.9300,22.9300,22.9300,58200,1334526.0000
2026-01-30,20260130112000000,22.9300,22.9300,22.9300,22.9300,18600,426498.0000
2026-01-30,20260130112500000,22.9300,22.9300,22.9300,22.9300,14300,327899.0000
2026-01-30,20260130113000000,22.9300,22.9300,22.9300,22.9300,23500,538855.0000
2026-01-30,20260130130500000,22.9300,22.9300,22.9300,22.9300,69500,1593635.0000
2026-01-30,20260130131000000,22.9300,22.9300,22.9300,22.9300,59300,1359749.0000
2026-01-30,20260130131500000,22.9300,22.9300,22.9300,22.9300,31400,720002.0000
2026-01-30,20260130132000000,22.9300,22.9300,22.9300,22.9300,45900,1052487.0000
2026-01-30,20260130132500000,22.9300,22.9300,22.9300,22.9300,56600,1297838.0000
2026-01-30,20260130133000000,22.9300,22.9300,22.9300,22.9300,403400,9249962.0000
2026-01-30,20260130133500000,22.9300,22.9300,22.9300,22.9300,39500,905735.0000
2026-01-30,20260130134000000,22.9300,22.9300,22.9300,22.9300,44800,1027264.0000
2026-01-30,20260130134500000,22.9300,22.9300,22.9300,22.9300,282200,6470846.0000
2026-01-30,20260130135000000,22.9300,22.9300,22.9300,22.9300,297900,6830847.0000
2026-01-30,20260130135500000,22.9300,22.9300,22.9300,22.9300,1314400,30139192.0000
2026-01-30,20260130140000000,22.9300,23.1000,22.9300,22.9300,2227207,51123897.0000
2026-01-30,20260130140500000,22.9300,22.9300,22.9300,22.9300,203900,4675427.0000
2026-01-30,20260130141000000,22.9300,22.9300,22.9300,22.9300,21200,486116.0000
2026-01-30,20260130141500000,22.9300,22.9300,22.9300,22.9300,39000,894270.0000
2026-01-30,20260130142000000,22.9300,22.9300,22.9300,22.9300,31300,717709.0000
2026-01-30,20260130142500000,22.9300,22.9300,22.9300,22.9300,26800,614524.0000
2026-01-30,20260130143000000,22.9300,22.9300,22.9300,22.9300,22900,525097.0000
2026-01-30,20260130143500000,22.9300,22.9300,22.9300,22.9300,81900,1877967.0000
2026-01-30,20260130144000000,22.9300,22.9300,22.9300,22.9300,23800,545734.0000
2026-01-30,20260130144500000,22.9300,22.9300,22.9300,22.9300,54600,1251978.0000
2026-01-30,20260130145000000,22.9300,22.9300,22.9300,22.9300,49300,1130449.0000
2026-01-30,20260130145500000,22.9300,22.9300,22.9300,22.9300,43300,992869.0000
2026-01-30,20260130150000000,22.9300,22.9300,22.9300,22.9300,101500,2327395.0000
