date,time,open,high,low,close,volume,amount
2026-01-22,20260122093500000,8.7300,8.8300,8.6700,8.7000,34962259,305281545.0000
2026-01-22,20260122094000000,8.7000,8.7900,8.7000,8.7900,13148400,115100054.0000
2026-01-22,20260122094500000,8.7900,8.9600,8.7900,8.9400,35363065,314290777.0000
2026-01-22,20260122095000000,8.9400,9.0800,8.9000,8.9800,35663057,321017678.0000
2026-01-22,20260122095500000,8.9900,9.0600,8.9800,9.0400,18310508,165189043.0000
2026-01-22,20260122100000000,9.0400,9.0600,8.9100,8.9300,14263300,127906549.0000
2026-01-22,20260122100500000,8.9300,8.9300,8.8800,8.8900,11521519,102597368.0000
2026-01-22,20260122101000000,8.8900,8.9700,8.8800,8.9200,7968145,71137065.0000
2026-01-22,20260122101500000,8.9200,8.9300,8.8700,8.8900,6642600,59115986.0000
2026-01-22,20260122102000000,8.8900,8.9000,8.8600,8.8600,8101700,71980842.0000
2026-01-22,20260122102500000,8.8700,8.8800,8.8400,8.8600,4874155,43190279.0000
2026-01-22,20260122103000000,8.8500,8.9400,8.8500,8.8800,5015300,44632186.0000
2026-01-22,20260122103500000,8.8700,8.9100,8.8600,8.8800,5834400,51861290.0000
2026-01-22,20260122104000000,8.8800,8.8900,8.8600,8.8700,2679111,23775832.0000
2026-01-22,20260122104500000,8.8700,8.8700,8.8300,8.8500,4611634,40795566.0000
2026-01-22,20260122105000000,8.8400,8.9000,8.8300,8.9000,3444200,30506948.0000
2026-01-22,20260122105500000,8.8900,8.9800,8.8900,8.9800,6163998,55099670.0000
2026-01-22,20260122110000000,8.9700,8.9700,8.9200,8.9200,4297502,38475203.0000
2026-01-22,20260122110500000,8.9100,8.9600,8.9100,8.9300,2856500,25517744.0000
2026-01-22,20260122111000000,8.9300,9.0400,8.9300,8.9900,9748033,87611415.0000
2026-01-22,20260122111500000,8.9900,9.0100,8.9300,8.9300,4436467,39810683.0000
2026-01-22,20260122112000000,8.9400,9.0000,8.9300,8.9600,3508100,31473679.0000
2026-01-22,20260122112500000,8.9700,8.9800,8.9200,8.9500,3555200,31805055.0000
2026-01-22,20260122113000000,8.9400,8.9400,8.9200,8.9300,2901733,25908810.0000
2026-01-22,20260122130500000,8.9400,8.9500,8.8800,8.8900,5542000,49397875.0000
2026-01-22,20260122131000000,8.8900,8.9100,8.8700,8.9000,3811038,33861478.0000
2026-01-22,20260122131500000,8.9000,8.9100,8.8700,8.9100,2004600,17823776.0000
2026-01-22,20260122132000000,8.9100,8.9400,8.9100,8.9200,3359360,29980919.0000
2026-01-22,20260122132500000,8.9200,8.9600,8.9100,8.9200,3088000,27587745.0000
2026-01-22,20260122133000000,8.9100,8.9200,8.8900,8.8900,1907000,16977118.0000
2026-01-22,20260122133500000,8.9000,8.9000,8.8800,8.8900,2051300,18235700.0000
2026-01-22,20260122134000000,8.8900,8.9200,8.8900,8.9100,2164900,19278338.0000
2026-01-22,20260122134500000,8.9100,8.9100,8.8800,8.9100,3154400,28059455.0000
2026-01-22,20260122135000000,8.9100,8.9500,8.9000,8.9400,3104600,27727620.0000
2026-01-22,20260122135500000,8.9300,8.9400,8.9100,8.9200,2848200,25417689.0000
2026-01-22,20260122140000000,8.9100,8.9400,8.8900,8.9300,2909500,25937533.0000
2026-01-22,20260122140500000,8.9200,8.9800,8.9200,8.9800,6434221,57638078.0000
2026-01-22,20260122141000000,8.9600,8.9700,8.9400,8.9600,3609001,32319132.0000
2026-01-22,20260122141500000,8.9500,8.9600,8.9100,8.9200,3201828,28604411.0000
2026-01-22,20260122142000000,8.9300,8.9300,8.9100,8.9300,2617700,23361615.0000
2026-01-22,20260122142500000,8.9300,8.9300,8.9000,8.9200,2512200,22402264.0000
2026-01-22,20260122143000000,8.9100,8.9300,8.9100,8.9200,1918200,17108584.0000
2026-01-22,20260122143500000,8.9200,8.9400,8.9200,8.9200,3892500,34762371.0000
2026-01-22,20260122144000000,8.9200,8.9400,8.9200,8.9400,3418484,30525666.0000
2026-01-22,20260122144500000,8.9300,8.9400,8.9100,8.9100,3935300,35100350.0000
2026-01-22,20260122145000000,8.9100,8.9400,8.9100,8.9400,5491115,48983198.0000
2026-01-22,20260122145500000,8.9300,8.9400,8.9300,8.9400,6237100,55734304.0000
2026-01-22,20260122150000000,8.9300,8.9500,8.9300,8.9500,8574930,76701253.0000
