date,time,open,high,low,close,volume,amount
2025-11-27,20251127093500000,30.7900,30.7900,30.2700,30.4900,1886100,57576068.0000
2025-11-27,20251127094000000,30.4800,30.6600,30.4600,30.4700,1308700,39953180.0000
2025-11-27,20251127094500000,30.4800,30.6400,30.4800,30.5900,614400,18788368.0000
2025-11-27,20251127095000000,30.5900,30.7300,30.5700,30.5700,574100,17591552.0000
2025-11-27,20251127095500000,30.6000,30.6000,30.4800,30.5400,640300,19545824.0000
2025-11-27,20251127100000000,30.5200,30.6000,30.5200,30.6000,314500,9610816.0000
2025-11-27,20251127100500000,30.6000,30.6600,30.5000,30.6500,453300,13855504.0000
2025-11-27,20251127101000000,30.6400,30.6400,30.5900,30.6100,354100,10840816.0000
2025-11-27,20251127101500000,30.6100,30.6500,30.5500,30.5500,391800,11992928.0000
2025-11-27,20251127102000000,30.5500,30.5700,30.5100,30.5100,347200,10606544.0000
2025-11-27,20251127102500000,30.5100,30.5200,30.4600,30.4600,356200,10860976.0000
2025-11-27,20251127103000000,30.4700,30.4900,30.4300,30.4300,331500,10096432.0000
2025-11-27,20251127103500000,30.4500,30.4500,30.3500,30.3800,737800,22419360.0000
2025-11-27,20251127104000000,30.3800,30.4700,30.3700,30.4600,243800,7412544.0000
2025-11-27,20251127104500000,30.4600,30.4600,30.3800,30.3800,321600,9781472.0000
2025-11-27,20251127105000000,30.3800,30.4100,30.3600,30.4000,258700,7859808.0000
2025-11-27,20251127105500000,30.4100,30.5900,30.4000,30.5500,233100,7114336.0000
2025-11-27,20251127110000000,30.5500,30.5500,30.4600,30.4700,541900,16526432.0000
2025-11-27,20251127110500000,30.4500,30.5300,30.4300,30.4900,172400,5255360.0000
2025-11-27,20251127111000000,30.4700,30.5000,30.3900,30.3900,230000,7000896.0000
2025-11-27,20251127111500000,30.3900,30.4000,30.3600,30.3800,179100,5440928.0000
2025-11-27,20251127112000000,30.3600,30.3900,30.3300,30.3800,265700,8065760.0000
2025-11-27,20251127112500000,30.3900,30.4000,30.3600,30.3700,324000,9842528.0000
2025-11-27,20251127113000000,30.3500,30.4200,30.3400,30.4100,122200,3713696.0000
2025-11-27,20251127130500000,30.4100,30.4300,30.3700,30.4000,256300,7793056.0000
2025-11-27,20251127131000000,30.3900,30.4200,30.3700,30.4200,176700,5369856.0000
2025-11-27,20251127131500000,30.4200,30.6500,30.4200,30.5100,479300,14646368.0000
2025-11-27,20251127132000000,30.4400,30.5400,30.4300,30.5100,471100,14375200.0000
2025-11-27,20251127132500000,30.5100,30.5800,30.4600,30.5000,471800,14406016.0000
2025-11-27,20251127133000000,30.4900,30.5600,30.4900,30.5300,217200,6631040.0000
2025-11-27,20251127133500000,30.5200,30.5300,30.4900,30.5200,162400,4954304.0000
2025-11-27,20251127134000000,30.5200,30.5500,30.5100,30.5500,110200,3364704.0000
2025-11-27,20251127134500000,30.5400,30.5500,30.5000,30.5500,200400,6117856.0000
2025-11-27,20251127135000000,30.5300,30.5800,30.5000,30.5100,404600,12354848.0000
2025-11-27,20251127135500000,30.5000,30.5000,30.3900,30.4000,507900,15457248.0000
2025-11-27,20251127140000000,30.4000,30.4100,30.3800,30.3800,302700,9199712.0000
2025-11-27,20251127140500000,30.3800,30.3900,30.3000,30.3000,986600,29927840.0000
2025-11-27,20251127141000000,30.3000,30.3000,30.1500,30.1600,1609800,48674720.0000
2025-11-27,20251127141500000,30.1300,30.1700,30.0300,30.0600,1455000,43766782.0000
2025-11-27,20251127142000000,30.0700,30.0900,30.0200,30.0900,905300,27199873.0000
2025-11-27,20251127142500000,30.0900,30.1500,30.0500,30.0700,641300,19295365.0000
2025-11-27,20251127143000000,30.0600,30.1100,30.0200,30.0500,818400,24593471.0000
2025-11-27,20251127143500000,30.0500,30.0600,30.0100,30.0100,605500,18181181.0000
2025-11-27,20251127144000000,30.0100,30.0400,30.0000,30.0000,647100,19421575.0000
2025-11-27,20251127144500000,30.0000,30.0100,29.9100,30.0000,1093100,32770745.0000
2025-11-27,20251127145000000,30.0000,30.0100,29.9700,29.9900,637200,19112320.0000
2025-11-27,20251127145500000,29.9800,30.0000,29.9400,29.9700,895900,26850560.0000
2025-11-27,20251127150000000,29.9700,29.9900,29.9600,29.9700,906100,27159232.0000
