date,time,open,high,low,close,volume,amount
2025-11-04,20251104093500000,12.3800,12.8400,12.2900,12.7800,5477500,69470264.0000
2025-11-04,20251104094000000,12.7500,12.9800,12.7200,12.9300,4796600,61660776.0000
2025-11-04,20251104094500000,12.9000,12.9000,12.6800,12.7300,2477300,31651056.0000
2025-11-04,20251104095000000,12.7300,12.8400,12.6800,12.7900,1632100,20795664.0000
2025-11-04,20251104095500000,12.7800,12.8100,12.7000,12.7200,1148400,14654320.0000
2025-11-04,20251104100000000,12.7000,12.8100,12.7000,12.8000,1205500,15391984.0000
2025-11-04,20251104100500000,12.8000,12.8000,12.6000,12.6000,1128100,14336480.0000
2025-11-04,20251104101000000,12.6000,12.6900,12.5900,12.6800,994800,12562528.0000
2025-11-04,20251104101500000,12.6800,12.7400,12.6500,12.7100,647700,8226912.0000
2025-11-04,20251104102000000,12.7100,12.7300,12.5900,12.6100,675600,8544848.0000
2025-11-04,20251104102500000,12.6000,12.6500,12.6000,12.6100,503900,6362400.0000
2025-11-04,20251104103000000,12.6100,12.7500,12.5600,12.7300,628100,7940112.0000
2025-11-04,20251104103500000,12.7300,12.7700,12.7000,12.7000,641000,8162784.0000
2025-11-04,20251104104000000,12.6900,12.6900,12.5900,12.6200,369500,4663712.0000
2025-11-04,20251104104500000,12.6200,12.6300,12.5800,12.5800,233300,2940512.0000
2025-11-04,20251104105000000,12.5800,12.5800,12.5300,12.5500,536800,6734304.0000
2025-11-04,20251104105500000,12.5500,12.5900,12.5400,12.5400,249800,3135904.0000
2025-11-04,20251104110000000,12.5400,12.5700,12.5200,12.5200,184100,2309664.0000
2025-11-04,20251104110500000,12.5200,12.5800,12.5200,12.5500,250900,3147424.0000
2025-11-04,20251104111000000,12.5600,12.5900,12.5500,12.5600,176400,2217792.0000
2025-11-04,20251104111500000,12.5600,12.6000,12.5500,12.5900,169600,2132384.0000
2025-11-04,20251104112000000,12.5900,12.6100,12.5700,12.5700,217800,2741856.0000
2025-11-04,20251104112500000,12.5700,12.5800,12.5400,12.5500,193600,2431872.0000
2025-11-04,20251104113000000,12.5500,12.6200,12.5300,12.6200,299600,3761952.0000
2025-11-04,20251104130500000,12.6300,12.6300,12.5200,12.5400,338400,4254368.0000
2025-11-04,20251104131000000,12.5400,12.5600,12.5300,12.5600,178000,2233376.0000
2025-11-04,20251104131500000,12.5500,12.5600,12.5000,12.5100,374600,4693280.0000
2025-11-04,20251104132000000,12.5000,12.5300,12.5000,12.5100,365600,4571744.0000
2025-11-04,20251104132500000,12.5200,12.5200,12.4900,12.5100,382600,4782912.0000
2025-11-04,20251104133000000,12.5000,12.5500,12.5000,12.5300,198800,2490624.0000
2025-11-04,20251104133500000,12.5400,12.5400,12.5000,12.5200,211000,2641248.0000
2025-11-04,20251104134000000,12.5100,12.5400,12.4900,12.4900,247300,3094144.0000
2025-11-04,20251104134500000,12.4900,12.5300,12.4800,12.5200,240100,3000000.0000
2025-11-04,20251104135000000,12.5200,12.5300,12.4800,12.4800,214700,2683296.0000
2025-11-04,20251104135500000,12.4800,12.5000,12.4600,12.4700,234900,2931488.0000
2025-11-04,20251104140000000,12.4700,12.5400,12.4700,12.5300,313100,3918176.0000
2025-11-04,20251104140500000,12.5400,12.5400,12.5100,12.5200,196900,2466528.0000
2025-11-04,20251104141000000,12.5100,12.5200,12.4900,12.5000,210000,2625504.0000
2025-11-04,20251104141500000,12.4900,12.5000,12.4600,12.4700,245000,3057504.0000
2025-11-04,20251104142000000,12.4800,12.5000,12.4300,12.4500,474000,5903584.0000
2025-11-04,20251104142500000,12.4400,12.4500,12.4100,12.4300,614500,7634016.0000
2025-11-04,20251104143000000,12.4300,12.4400,12.4100,12.4300,238300,2960832.0000
2025-11-04,20251104143500000,12.4200,12.5000,12.4200,12.4900,457700,5703072.0000
2025-11-04,20251104144000000,12.4800,12.6500,12.4800,12.5800,813800,10228000.0000
2025-11-04,20251104144500000,12.5500,12.6400,12.5200,12.6300,610900,7690208.0000
2025-11-04,20251104145000000,12.6200,12.6200,12.5800,12.5800,497600,6268384.0000
2025-11-04,20251104145500000,12.5800,12.6400,12.5800,12.6300,1282700,16183616.0000
2025-11-04,20251104150000000,12.6200,12.6300,12.6000,12.6100,483400,6098272.0000
