date,time,open,high,low,close,volume,amount
2026-03-17,20260317093500000,4.2600,4.3100,4.2000,4.2900,51614996,219398805.0000
2026-03-17,20260317094000000,4.2800,4.3000,4.2500,4.2700,15836501,67710250.0000
2026-03-17,20260317094500000,4.2800,4.3400,4.2800,4.3300,18580065,80140392.0000
2026-03-17,20260317095000000,4.3200,4.3300,4.2500,4.2600,18123335,77588854.0000
2026-03-17,20260317095500000,4.2600,4.3000,4.2300,4.2700,15056400,64143080.0000
2026-03-17,20260317100000000,4.2700,4.3100,4.2700,4.3000,7055200,30244521.0000
2026-03-17,20260317100500000,4.3100,4.3600,4.3100,4.3300,21145368,91716795.0000
2026-03-17,20260317101000000,4.3300,4.3300,4.2900,4.3000,8901100,38330848.0000
2026-03-17,20260317101500000,4.3000,4.3100,4.2800,4.2900,6735500,28922265.0000
2026-03-17,20260317102000000,4.2900,4.2900,4.2600,4.2900,8441900,36092886.0000
2026-03-17,20260317102500000,4.2900,4.3000,4.2800,4.3000,4426500,18998252.0000
2026-03-17,20260317103000000,4.3000,4.3000,4.2700,4.2700,3802600,16273352.0000
2026-03-17,20260317103500000,4.2700,4.2900,4.2600,4.2800,6661600,28476152.0000
2026-03-17,20260317104000000,4.2700,4.3100,4.2700,4.3000,7590000,32607527.0000
2026-03-17,20260317104500000,4.3000,4.3200,4.2900,4.2900,6627400,28547696.0000
2026-03-17,20260317105000000,4.3100,4.3200,4.3000,4.3100,3919900,16903910.0000
2026-03-17,20260317105500000,4.3200,4.3200,4.3000,4.3100,4288400,18499823.0000
2026-03-17,20260317110000000,4.3000,4.4400,4.3000,4.4400,38363514,168191643.0000
2026-03-17,20260317110500000,4.4100,4.4200,4.3900,4.4100,28137526,123957714.0000
2026-03-17,20260317111000000,4.4100,4.4100,4.3600,4.3700,10169874,44586164.0000
2026-03-17,20260317111500000,4.3700,4.3900,4.3600,4.3700,6124239,26810522.0000
2026-03-17,20260317112000000,4.3800,4.3800,4.3500,4.3600,5454461,23816699.0000
2026-03-17,20260317112500000,4.3500,4.3600,4.3400,4.3500,3912500,17016000.0000
2026-03-17,20260317113000000,4.3400,4.3500,4.3400,4.3500,2544600,11060586.0000
2026-03-17,20260317130500000,4.3500,4.4000,4.3500,4.3700,8242201,36044661.0000
2026-03-17,20260317131000000,4.3700,4.3800,4.3500,4.3600,4844800,21141554.0000
2026-03-17,20260317131500000,4.3500,4.3600,4.3300,4.3400,4915299,21339682.0000
2026-03-17,20260317132000000,4.3400,4.3500,4.3300,4.3500,4087800,17755666.0000
2026-03-17,20260317132500000,4.3400,4.3600,4.3400,4.3500,3634600,15813163.0000
2026-03-17,20260317133000000,4.3500,4.3500,4.3300,4.3400,4067700,17642490.0000
2026-03-17,20260317133500000,4.3300,4.3400,4.3200,4.3300,3468100,15001326.0000
2026-03-17,20260317134000000,4.3300,4.3300,4.3000,4.3000,4888500,21073032.0000
2026-03-17,20260317134500000,4.3000,4.3100,4.3000,4.3000,2320500,9987047.0000
2026-03-17,20260317135000000,4.3000,4.3100,4.2800,4.2900,6918800,29678699.0000
2026-03-17,20260317135500000,4.2900,4.2900,4.2700,4.2900,5322400,22762662.0000
2026-03-17,20260317140000000,4.2900,4.3100,4.2800,4.2900,2995700,12861331.0000
2026-03-17,20260317140500000,4.2900,4.2900,4.2600,4.2700,4666500,19949950.0000
2026-03-17,20260317141000000,4.2600,4.2800,4.2600,4.2700,3611200,15410374.0000
2026-03-17,20260317141500000,4.2700,4.2800,4.2600,4.2700,3128200,13359268.0000
2026-03-17,20260317142000000,4.2700,4.2800,4.2600,4.2600,3511700,14989303.0000
2026-03-17,20260317142500000,4.2600,4.2700,4.2500,4.2600,5937783,25273952.0000
2026-03-17,20260317143000000,4.2600,4.2600,4.2400,4.2500,5619317,23883892.0000
2026-03-17,20260317143500000,4.2400,4.2400,4.2300,4.2300,8969183,37966448.0000
2026-03-17,20260317144000000,4.2300,4.2300,4.2100,4.2200,8960000,37848995.0000
2026-03-17,20260317144500000,4.2100,4.2300,4.2100,4.2200,9735300,41069800.0000
2026-03-17,20260317145000000,4.2200,4.2200,4.2100,4.2100,7371854,31063162.0000
2026-03-17,20260317145500000,4.2200,4.2400,4.2100,4.2400,9337000,39482653.0000
2026-03-17,20260317150000000,4.2400,4.2500,4.2300,4.2500,9281869,39393795.0000
