日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-01,600764,35.78,35.14,35.9,34.82,98309,345899411.0,3.02,-1.79,-0.64,1.38
2025-09-02,600764,35.16,34.45,35.17,33.6,118180,404274316.0,4.47,-1.96,-0.69,1.66
2025-09-03,600764,34.55,32.0,34.65,31.96,163930,538349881.0,7.81,-7.11,-2.45,2.31
2025-09-04,600764,31.91,30.94,31.92,30.78,104219,325136707.0,3.56,-3.31,-1.06,1.47
2025-09-05,600764,30.94,31.17,31.26,30.36,77377,238763466.0,2.91,0.74,0.23,1.09
2025-09-08,600764,31.1,30.4,31.1,29.82,111301,337059396.0,4.11,-2.47,-0.77,1.57
2025-09-09,600764,30.3,30.2,30.6,30.02,57781,175139459.0,1.91,-0.66,-0.2,0.81
2025-09-10,600764,30.22,30.17,30.5,29.92,61066,184186864.0,1.92,-0.1,-0.03,0.86
2025-09-11,600764,30.17,30.36,30.53,29.95,83897,254234610.0,1.92,0.63,0.19,1.18
2025-09-12,600764,30.37,30.96,31.1,30.21,106546,328632275.0,2.93,1.98,0.6,1.5
2025-09-15,600764,30.94,30.38,31.06,30.25,67497,205910794.0,2.62,-1.87,-0.58,0.95
2025-09-16,600764,30.29,30.21,30.37,29.78,60348,181497440.0,1.94,-0.56,-0.17,0.85
2025-09-17,600764,30.21,30.55,30.99,30.0,101609,311289035.0,3.28,1.13,0.34,1.43
2025-09-18,600764,30.37,30.79,31.81,30.27,146017,453033137.0,5.04,0.79,0.24,2.05
2025-09-19,600764,30.7,30.28,31.34,30.18,85844,263496738.0,3.77,-1.66,-0.51,1.21
2025-09-22,600764,30.3,31.01,31.06,30.04,73972,226833466.0,3.37,2.41,0.73,1.04
2025-09-23,600764,31.18,30.41,31.7,29.9,90681,277090191.0,5.8,-1.93,-0.6,1.28
2025-09-24,600764,30.2,30.48,30.5,30.0,48508,146875246.0,1.64,0.23,0.07,0.68
2025-09-25,600764,30.32,30.1,30.45,30.07,51791,156470293.0,1.25,-1.25,-0.38,0.73
2025-09-26,600764,30.1,30.17,30.99,29.89,80348,243864895.0,3.65,0.23,0.07,1.13
2025-09-29,600764,30.13,30.36,30.54,29.68,60650,182604191.0,2.85,0.63,0.19,0.85
2025-09-30,600764,30.36,31.31,31.52,30.2,105985,328939539.0,4.35,3.13,0.95,1.49
2025-10-09,600764,31.28,31.18,31.32,30.85,64089,199529969.0,1.5,-0.42,-0.13,0.9
2025-10-10,600764,31.18,31.88,32.52,31.02,123549,394898025.0,4.81,2.25,0.7,1.74
2025-10-13,600764,31.19,32.19,32.3,31.08,97805,310674138.0,3.83,0.97,0.31,1.38
2025-10-14,600764,32.5,32.57,33.26,32.25,145030,474425797.0,3.14,1.18,0.38,2.04
2025-10-15,600764,32.5,32.53,32.65,31.83,57071,184182395.0,2.52,-0.12,-0.04,0.8
2025-10-16,600764,32.55,31.82,32.84,31.7,51590,165900776.0,3.5,-2.18,-0.71,0.73
2025-10-17,600764,31.75,30.87,31.92,30.75,59528,185826393.0,3.68,-2.99,-0.95,0.84
2025-10-20,600764,31.04,30.83,31.23,30.41,44272,136231761.0,2.66,-0.13,-0.04,0.62
2025-10-21,600764,30.8,31.06,31.25,30.8,42734,132831620.0,1.46,0.75,0.23,0.6
2025-10-22,600764,30.9,30.42,30.9,30.38,37665,115033238.0,1.67,-2.06,-0.64,0.53
2025-10-23,600764,30.41,30.56,30.59,29.86,36018,108571309.0,2.4,0.46,0.14,0.51
2025-10-24,600764,30.94,30.71,30.99,30.57,39810,122457499.0,1.37,0.49,0.15,0.56
2025-10-27,600764,30.71,30.87,31.07,30.68,40609,125380281.0,1.27,0.52,0.16,0.57
2025-10-28,600764,30.9,31.69,31.88,30.72,100574,316578123.0,3.76,2.66,0.82,1.42
2025-10-29,600764,31.29,31.32,31.5,30.86,63011,196632266.0,2.02,-1.17,-0.37,0.89
2025-10-30,600764,31.21,30.66,31.28,30.57,55570,171141881.0,2.27,-2.11,-0.66,0.78
2025-10-31,600764,30.5,30.54,30.88,30.35,39457,120674322.0,1.73,-0.39,-0.12,0.56
2025-11-03,600764,30.66,31.78,32.3,30.54,115159,363012044.0,5.76,4.06,1.24,1.62
2025-11-04,600764,31.7,31.64,32.1,31.47,53201,168619552.0,1.98,-0.44,-0.14,0.75
2025-11-05,600764,31.6,31.28,31.76,31.08,65068,204197844.0,2.15,-1.14,-0.36,0.92
2025-11-06,600764,31.27,31.36,31.42,30.96,49486,154221680.0,1.47,0.26,0.08,0.7
2025-11-07,600764,31.4,30.97,31.71,30.76,67457,210505248.0,3.03,-1.24,-0.39,0.95
2025-11-10,600764,30.8,30.52,30.87,30.21,63487,193054567.0,2.13,-1.45,-0.45,0.89
2025-11-11,600764,30.53,30.32,30.78,30.18,46566,141527225.0,1.97,-0.66,-0.2,0.66
2025-11-12,600764,30.26,30.14,30.3,29.96,34787,104629767.0,1.12,-0.59,-0.18,0.49
2025-11-13,600764,30.1,30.18,30.22,29.99,36194,108905341.0,0.76,0.13,0.04,0.51
2025-11-14,600764,30.22,29.88,30.29,29.86,45132,135712780.0,1.42,-0.99,-0.3,0.64
2025-11-17,600764,31.2,30.6,31.65,30.4,121814,376845356.0,4.18,2.41,0.72,1.71
2025-11-18,600764,30.47,29.51,30.47,29.01,116062,342971082.0,4.77,-3.56,-1.09,1.63
2025-11-19,600764,29.49,31.04,32.22,29.18,203424,624914737.0,10.3,5.18,1.53,2.86
2025-11-20,600764,30.01,29.84,30.4,29.82,110333,331519068.0,1.87,-3.87,-1.2,1.55
2025-11-21,600764,29.6,30.55,31.3,29.02,172286,522516475.0,7.64,2.38,0.71,2.42
2025-11-24,600764,30.16,33.61,33.61,30.08,391869,1282154823.0,11.55,10.02,3.06,5.51
2025-11-25,600764,33.23,32.95,34.18,32.66,434157,1446876988.0,4.52,-1.96,-0.66,6.11
2025-11-26,600764,32.39,31.12,32.45,31.08,236511,741562184.0,4.16,-5.55,-1.83,3.33
2025-11-27,600764,30.79,29.97,30.8,29.9,261644,793376016.0,2.89,-3.7,-1.15,3.68
2025-11-28,600764,30.09,30.31,30.37,29.52,144369,434301975.0,2.84,1.13,0.34,2.03
2025-12-01,600764,30.16,29.99,30.2,29.9,127522,382825039.0,0.99,-1.06,-0.32,1.79
2025-12-02,600764,29.99,29.93,30.39,29.62,139577,419559832.0,2.57,-0.2,-0.06,1.96
2025-12-03,600764,29.69,28.77,29.74,28.6,192469,558743513.0,3.81,-3.88,-1.16,2.71
2025-12-04,600764,28.5,27.73,28.57,27.68,149996,419110079.0,3.09,-3.61,-1.04,2.11
2025-12-05,600764,27.7,27.98,28.06,27.64,79616,222278495.0,1.51,0.9,0.25,1.12
2025-12-08,600764,28.12,28.07,28.56,27.88,136062,383404548.0,2.43,0.32,0.09,1.91
2025-12-09,600764,28.07,28.04,28.4,27.9,103664,291725195.0,1.78,-0.11,-0.03,1.46
2025-12-10,600764,27.88,27.54,27.95,27.31,117350,323560297.0,2.28,-1.78,-0.5,1.65
2025-12-11,600764,27.45,26.83,27.49,26.81,120943,326990458.0,2.47,-2.58,-0.71,1.7
2025-12-12,600764,26.68,27.03,27.09,26.68,85168,229520747.0,1.53,0.75,0.2,1.2
2025-12-15,600764,26.9,26.48,27.18,26.48,98655,264009913.0,2.59,-2.03,-0.55,1.39
2025-12-16,600764,26.4,26.2,26.47,25.82,110118,286602552.0,2.45,-1.06,-0.28,1.55
2025-12-17,600764,26.03,26.19,26.28,25.76,76201,198177263.0,1.98,-0.04,-0.01,1.07
2025-12-18,600764,26.18,26.25,26.4,25.94,67382,176689884.0,1.76,0.23,0.06,0.95
2025-12-19,600764,26.26,26.56,26.75,26.16,82400,218640890.0,2.25,1.18,0.31,1.16
2025-12-22,600764,26.65,26.49,26.76,26.41,76826,204555589.0,1.32,-0.26,-0.07,1.08
2025-12-23,600764,26.51,26.39,26.59,26.31,55454,146618503.0,1.06,-0.38,-0.1,0.78
2025-12-24,600764,26.37,26.73,26.8,26.26,82419,219357086.0,2.05,1.29,0.34,1.16
2025-12-25,600764,26.6,27.24,27.33,26.6,114010,309526092.0,2.73,1.91,0.51,1.6
2025-12-26,600764,27.34,27.07,27.34,26.81,91714,247944742.0,1.95,-0.62,-0.17,1.29
2025-12-29,600764,27.16,27.2,27.4,27.05,86584,235583618.0,1.29,0.48,0.13,1.22
2025-12-30,600764,27.3,27.0,27.55,27.0,100370,273427694.0,2.02,-0.74,-0.2,1.41
2025-12-31,600764,27.12,27.34,27.5,26.91,109930,299511935.0,2.19,1.26,0.34,1.55
2026-01-05,600764,27.51,27.95,28.18,27.3,152784,423662917.0,3.22,2.23,0.61,2.15
2026-01-06,600764,27.8,28.42,28.49,27.71,169826,477592371.0,2.79,1.68,0.47,2.39
2026-01-07,600764,28.41,28.01,28.42,27.95,118029,331972673.0,1.65,-1.44,-0.41,1.66
2026-01-08,600764,28.1,29.38,29.7,27.96,271540,788764759.0,6.21,4.89,1.37,3.82
2026-01-09,600764,29.7,30.06,30.46,29.58,267127,801154994.0,3.0,2.31,0.68,3.76
2026-01-12,600764,30.07,30.71,30.77,30.05,229660,701434985.0,2.4,2.16,0.65,3.23
2026-01-13,600764,30.65,29.21,30.66,29.0,212005,624096581.0,5.41,-4.88,-1.5,2.98
2026-01-14,600764,29.19,29.22,29.99,28.8,166270,489713247.0,4.07,0.03,0.01,2.34
2026-01-15,600764,29.04,28.55,29.04,28.43,95833,274714895.0,2.09,-2.29,-0.67,1.35
2026-01-16,600764,28.54,27.94,28.69,27.7,147797,413892853.0,3.47,-2.14,-0.61,2.08
2026-01-19,600764,27.9,28.8,29.13,27.8,130528,374219498.0,4.76,3.08,0.86,1.84
2026-01-20,600764,28.7,28.46,28.9,28.23,84927,242017479.0,2.33,-1.18,-0.34,1.2
2026-01-21,600764,28.27,28.41,28.61,28.15,89488,253868690.0,1.62,-0.18,-0.05,1.26
2026-01-22,600764,28.35,29.22,29.47,28.34,133200,387242535.0,3.98,2.85,0.81,1.87
2026-01-23,600764,29.22,29.31,29.5,28.82,112401,328924156.0,2.33,0.31,0.09,1.58
2026-01-26,600764,29.33,28.71,29.39,28.5,98107,283060692.0,3.04,-2.05,-0.6,1.38
2026-01-27,600764,28.64,28.57,28.76,27.95,80314,227752719.0,2.82,-0.49,-0.14,1.13
2026-01-28,600764,28.52,28.39,29.1,28.21,74166,211669047.0,3.12,-0.63,-0.18,1.04
2026-01-29,600764,28.23,27.64,28.3,27.59,100650,280969506.0,2.5,-2.64,-0.75,1.42
2026-01-30,600764,27.6,26.87,27.8,26.6,99820,269423189.0,4.34,-2.79,-0.77,1.4
2026-02-02,600764,26.85,26.22,27.3,26.19,102487,274141377.0,4.13,-2.42,-0.65,1.44
2026-02-03,600764,26.41,27.56,27.69,26.41,116690,316414241.0,4.88,5.11,1.34,1.64
2026-02-04,600764,27.58,27.94,28.39,27.4,93038,260399944.0,3.59,1.38,0.38,1.31
2026-02-05,600764,27.88,27.87,28.2,27.65,63001,176037078.0,1.97,-0.25,-0.07,0.89
2026-02-06,600764,27.71,27.36,27.81,27.29,60800,167192300.0,1.87,-1.83,-0.51,0.86
2026-02-09,600764,27.58,27.75,27.79,27.51,56855,157335740.0,1.02,1.43,0.39,0.8
2026-02-10,600764,27.8,28.32,28.46,27.58,98913,278864608.0,3.17,2.05,0.57,1.39
2026-02-11,600764,28.28,28.48,28.75,27.96,99006,281170758.0,2.79,0.56,0.16,1.39
2026-02-12,600764,28.28,28.52,28.82,27.82,108602,308930092.0,3.51,0.14,0.04,1.53
2026-02-13,600764,28.47,28.82,29.25,28.3,126624,366537963.0,3.33,1.05,0.3,1.78
2026-02-24,600764,28.63,29.18,29.32,28.31,136042,394452041.0,3.5,1.25,0.36,1.91
2026-02-25,600764,29.0,29.1,29.41,28.82,103571,301991560.0,2.02,-0.27,-0.08,1.46
2026-02-26,600764,29.0,29.06,29.26,28.78,96172,278615342.0,1.65,-0.14,-0.04,1.35
2026-02-27,600764,28.98,29.27,29.57,28.83,91332,267099191.0,2.55,0.72,0.21,1.29
2026-03-02,600764,30.03,29.72,30.26,29.33,209947,625780335.0,3.18,1.54,0.45,2.95
2026-03-03,600764,29.59,28.54,29.85,28.4,156215,451747884.0,4.88,-3.97,-1.18,2.2
2026-03-04,600764,28.12,28.76,29.04,27.73,99413,284321409.0,4.59,0.77,0.22,1.4
2026-03-05,600764,29.0,28.26,29.0,28.0,89350,253800304.0,3.48,-1.74,-0.5,1.26
2026-03-06,600764,28.07,28.57,28.94,27.98,92061,263513644.0,3.4,1.1,0.31,1.3
2026-03-09,600764,28.2,27.71,28.55,27.42,83799,232347751.0,3.96,-3.01,-0.86,1.18
2026-03-10,600764,27.63,27.8,28.18,27.63,59600,166109085.0,1.98,0.32,0.09,0.84
2026-03-11,600764,27.79,27.45,27.95,27.35,60441,166297038.0,2.16,-1.26,-0.35,0.85
2026-03-12,600764,27.42,27.01,27.42,26.89,60033,162418854.0,1.93,-1.6,-0.44,0.84
2026-03-13,600764,26.95,26.72,27.2,26.67,71472,191912185.0,1.96,-1.07,-0.29,1.01
2026-03-16,600764,27.2,27.12,27.78,26.89,114622,312936154.0,3.33,1.5,0.4,1.61
2026-03-17,600764,27.01,26.56,27.09,26.5,73031,195539487.0,2.18,-2.06,-0.56,1.03
2026-03-18,600764,26.5,26.47,26.55,26.07,60273,158315011.0,1.81,-0.34,-0.09,0.85
2026-03-19,600764,26.19,25.91,26.28,25.82,57984,150878428.0,1.74,-2.12,-0.56,0.82
2026-03-20,600764,26.02,25.26,26.1,25.25,56476,144445554.0,3.28,-2.51,-0.65,0.79
2026-03-23,600764,24.83,23.23,24.83,22.98,143936,340282759.0,7.32,-8.04,-2.03,2.03
2026-03-24,600764,23.56,23.83,23.88,23.15,71498,168405594.0,3.14,2.58,0.6,1.01
2026-03-25,600764,23.85,24.22,24.35,23.85,61377,148072125.0,2.1,1.64,0.39,0.86
2026-03-26,600764,24.21,23.67,24.21,23.56,49942,118919482.0,2.68,-2.27,-0.55,0.7
2026-03-27,600764,23.37,23.96,24.08,23.3,36768,87711939.0,3.3,1.23,0.29,0.52
2026-03-30,600764,23.75,23.96,24.01,23.57,31131,74111596.0,1.84,0.0,0.0,0.44
2026-03-31,600764,23.93,23.75,24.25,23.75,33155,79548691.0,2.09,-0.88,-0.21,0.47
2026-04-01,600764,24.06,24.19,24.26,23.91,46578,112222119.0,1.47,1.85,0.44,0.66
