日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-07-15,600996,8.3,8.17,8.32,8.11,166018,135593646.0,2.52,-1.92,-0.16,1.33
2025-07-16,600996,8.18,8.18,8.27,8.15,103938,85297533.0,1.47,0.12,0.01,0.83
2025-07-17,600996,8.18,8.2,8.22,8.15,99351,81302915.0,0.86,0.24,0.02,0.8
2025-07-18,600996,8.23,8.21,8.27,8.18,91056,74771182.0,1.1,0.12,0.01,0.73
2025-07-21,600996,8.21,8.27,8.27,8.15,126510,104047082.0,1.46,0.73,0.06,1.01
2025-07-22,600996,8.27,8.27,8.3,8.24,122768,101450783.0,0.73,0.0,0.0,0.98
2025-07-23,600996,8.25,8.15,8.3,8.14,147630,121411571.0,1.93,-1.45,-0.12,1.18
2025-07-24,600996,8.18,8.25,8.25,8.15,116277,95543951.0,1.23,1.23,0.1,0.93
2025-07-25,600996,8.26,8.34,8.49,8.22,224095,187314764.0,3.27,1.09,0.09,1.8
2025-07-28,600996,8.34,8.23,8.39,8.22,142479,117781948.0,2.04,-1.32,-0.11,1.14
2025-07-29,600996,8.21,8.2,8.25,8.13,136015,111124939.0,1.46,-0.36,-0.03,1.09
2025-07-30,600996,8.19,8.12,8.21,8.05,125459,102114684.0,1.95,-0.98,-0.08,1.01
2025-07-31,600996,8.11,8.25,8.6,8.05,352611,293678713.0,6.77,1.6,0.13,2.83
2025-08-01,600996,8.25,8.2,8.32,8.12,168921,138416493.0,2.42,-0.61,-0.05,1.35
2025-08-04,600996,8.11,8.23,8.23,8.07,128552,104612233.0,1.95,0.37,0.03,1.03
2025-08-05,600996,8.2,8.26,8.35,8.15,143778,118642714.0,2.43,0.36,0.03,1.15
2025-08-06,600996,8.25,8.23,8.27,8.17,143129,117425589.0,1.21,-0.36,-0.03,1.15
2025-08-07,600996,8.26,8.24,8.38,8.22,188625,156062191.0,1.94,0.12,0.01,1.51
2025-08-08,600996,8.26,8.5,8.53,8.13,287497,239019145.0,4.85,3.16,0.26,2.31
2025-08-11,600996,8.33,8.39,8.57,8.27,268542,225775438.0,3.53,-1.29,-0.11,2.15
2025-08-12,600996,8.4,8.35,8.53,8.33,158551,132960718.0,2.38,-0.48,-0.04,1.27
2025-08-13,600996,8.36,8.44,8.62,8.32,272451,231162116.0,3.59,1.08,0.09,2.19
2025-08-14,600996,8.46,8.24,8.47,8.19,242725,201835828.0,3.32,-2.37,-0.2,1.95
2025-08-15,600996,8.24,8.59,8.87,8.21,405809,346979130.0,8.01,4.25,0.35,3.25
2025-08-18,600996,8.51,8.57,8.75,8.5,289397,249158727.0,2.91,-0.23,-0.02,2.32
2025-08-19,600996,8.59,8.57,8.73,8.5,203441,174717415.0,2.68,0.0,0.0,1.63
2025-08-20,600996,8.57,8.53,8.61,8.43,199967,169985876.0,2.1,-0.47,-0.04,1.6
2025-08-21,600996,8.53,8.48,8.57,8.44,185448,157390739.0,1.52,-0.59,-0.05,1.49
2025-08-22,600996,8.49,8.57,8.64,8.45,243360,207665333.0,2.24,1.06,0.09,1.95
2025-08-25,600996,8.61,8.7,8.87,8.57,321377,279816972.0,3.5,1.52,0.13,2.58
2025-08-26,600996,8.66,8.92,8.94,8.63,342401,302059001.0,3.56,2.53,0.22,2.75
2025-08-27,600996,8.92,8.63,8.99,8.6,312983,275868586.0,4.37,-3.25,-0.29,2.51
2025-08-28,600996,8.6,8.64,8.89,8.43,316171,272726583.0,5.33,0.12,0.01,2.54
2025-08-29,600996,8.64,8.41,8.66,8.38,250714,213210882.0,3.24,-2.66,-0.23,2.01
2025-09-01,600996,8.35,8.5,8.53,8.35,216445,182750112.0,2.14,1.07,0.09,1.74
2025-09-02,600996,8.47,8.24,8.48,8.15,260774,215835681.0,3.88,-3.06,-0.26,2.09
2025-09-03,600996,8.24,8.18,8.36,8.13,174916,143934965.0,2.79,-0.73,-0.06,1.4
2025-09-04,600996,8.19,8.19,8.44,8.09,248813,205003905.0,4.28,0.12,0.01,2.0
2025-09-05,600996,8.21,8.23,8.25,8.07,165514,135178255.0,2.2,0.49,0.04,1.33
2025-09-08,600996,8.17,8.37,8.42,8.16,234615,195001228.0,3.16,1.7,0.14,1.88
2025-09-09,600996,8.3,8.24,8.35,8.2,166889,137668662.0,1.79,-1.55,-0.13,1.34
2025-09-10,600996,8.24,8.23,8.29,8.18,146272,120469169.0,1.33,-0.12,-0.01,1.17
2025-09-11,600996,8.2,8.28,8.38,8.09,208039,170813866.0,3.52,0.61,0.05,1.67
2025-09-12,600996,8.27,8.25,8.32,8.21,134326,110848840.0,1.33,-0.36,-0.03,1.08
2025-09-15,600996,8.18,8.33,8.64,8.12,388097,324626076.0,6.3,0.97,0.08,3.11
2025-09-16,600996,8.27,8.28,8.35,8.18,206978,170889329.0,2.04,-0.6,-0.05,1.66
2025-09-17,600996,8.25,8.27,8.33,8.23,140393,116220544.0,1.21,-0.12,-0.01,1.13
2025-09-18,600996,8.28,8.17,8.33,8.13,206422,170063673.0,2.42,-1.21,-0.1,1.66
2025-09-19,600996,8.39,8.99,8.99,8.39,677860,601416739.0,7.34,10.04,0.82,5.44
2025-09-22,600996,9.33,9.89,9.89,9.18,530113,509856285.0,7.9,10.01,0.9,4.25
2025-09-23,600996,10.88,10.88,10.88,10.51,765304,829005228.0,3.74,10.01,0.99,6.14
2025-09-24,600996,10.8,9.79,10.88,9.79,1117904,1123705709.0,10.02,-10.02,-1.09,8.97
2025-09-25,600996,9.55,10.0,10.48,9.4,1012217,1012089138.0,11.03,2.15,0.21,8.12
2025-09-26,600996,9.71,9.29,9.85,9.24,690858,653210513.0,6.1,-7.1,-0.71,5.54
2025-09-29,600996,9.3,9.3,9.53,9.03,415605,386483554.0,5.38,0.11,0.01,3.33
2025-09-30,600996,9.35,9.79,10.12,9.22,568912,543993770.0,9.68,5.27,0.49,4.56
2025-10-09,600996,9.95,9.77,9.99,9.62,367203,358185831.0,3.78,-0.2,-0.02,2.95
2025-10-10,600996,9.8,9.69,9.83,9.52,288726,278694709.0,3.17,-0.82,-0.08,2.32
2025-10-13,600996,9.37,9.45,9.53,9.2,279873,262925706.0,3.41,-2.48,-0.24,2.24
2025-10-14,600996,9.54,9.19,9.56,9.17,298313,279270546.0,4.13,-2.75,-0.26,2.39
2025-10-15,600996,9.21,9.32,9.45,9.15,196008,182568392.0,3.26,1.41,0.13,1.57
2025-10-16,600996,9.26,9.69,10.02,9.26,471784,454964651.0,8.15,3.97,0.37,3.78
2025-10-17,600996,9.69,9.38,9.73,9.37,283759,269755995.0,3.72,-3.2,-0.31,2.28
2025-10-20,600996,9.45,9.8,9.99,9.3,420791,407300794.0,7.36,4.48,0.42,3.37
2025-10-21,600996,9.73,9.79,9.88,9.57,283359,275915027.0,3.16,-0.1,-0.01,2.27
2025-10-22,600996,9.7,9.61,9.87,9.58,218084,211230390.0,2.96,-1.84,-0.18,1.75
2025-10-23,600996,9.75,9.45,9.84,9.35,244324,232048715.0,5.1,-1.66,-0.16,1.96
2025-10-24,600996,9.45,9.68,9.74,9.41,288228,276782383.0,3.49,2.43,0.23,2.31
2025-10-27,600996,9.75,9.77,9.95,9.62,323580,316995593.0,3.41,0.93,0.09,2.6
2025-10-28,600996,9.71,9.65,9.79,9.62,175259,169470048.0,1.74,-1.23,-0.12,1.41
2025-10-29,600996,9.6,9.58,9.81,9.47,184921,177670860.0,3.52,-0.73,-0.07,1.48
2025-10-30,600996,9.54,9.6,9.7,9.47,173414,165987396.0,2.4,0.21,0.02,1.39
2025-10-31,600996,9.6,9.77,9.83,9.6,242775,237005839.0,2.4,1.77,0.17,1.95
2025-11-03,600996,9.72,10.02,10.18,9.65,345760,342006480.0,5.42,2.56,0.25,2.77
2025-11-04,600996,9.98,9.79,9.98,9.69,216208,212358085.0,2.89,-2.3,-0.23,1.73
2025-11-05,600996,9.7,9.8,9.97,9.66,191609,187939441.0,3.17,0.1,0.01,1.54
2025-11-06,600996,9.81,9.7,9.87,9.66,182939,178075761.0,2.14,-1.02,-0.1,1.47
2025-11-07,600996,9.69,9.66,9.98,9.55,273294,267645428.0,4.43,-0.41,-0.04,2.19
2025-11-10,600996,9.66,9.36,9.74,9.35,262251,248115216.0,4.04,-3.11,-0.3,2.1
2025-11-11,600996,9.35,9.23,9.41,9.22,161776,150343690.0,2.03,-1.39,-0.13,1.3
2025-11-12,600996,9.23,9.86,10.15,9.19,737747,734664532.0,10.4,6.83,0.63,5.92
2025-11-13,600996,9.85,9.98,10.27,9.85,522028,523199956.0,4.26,1.22,0.12,4.19
2025-11-14,600996,9.96,9.85,10.05,9.76,319564,315744651.0,2.91,-1.3,-0.13,2.56
2025-11-17,600996,9.77,10.02,10.04,9.77,278163,277138068.0,2.74,1.73,0.17,2.23
2025-11-18,600996,10.03,10.04,10.18,9.88,260941,261160224.0,2.99,0.2,0.02,2.09
2025-11-19,600996,10.0,9.56,10.02,9.49,272562,263797339.0,5.28,-4.78,-0.48,2.19
2025-11-20,600996,9.72,10.52,10.52,9.55,485776,482174137.0,10.15,10.04,0.96,3.9
2025-11-21,600996,10.5,11.57,11.57,10.41,1164302,1298646746.0,11.03,9.98,1.05,9.34
2025-11-24,600996,12.13,11.18,12.19,10.53,1160375,1288203629.0,14.35,-3.37,-0.39,9.31
2025-11-25,600996,11.16,11.6,11.88,10.9,951327,1079593633.0,8.77,3.76,0.42,7.63
2025-11-26,600996,11.28,11.75,11.97,11.23,784482,918413654.0,6.38,1.29,0.15,6.29
2025-11-27,600996,11.57,12.6,12.92,11.57,1004381,1255444898.0,11.49,7.23,0.85,8.06
2025-11-28,600996,12.38,12.11,12.69,12.03,648672,793155696.0,5.24,-3.89,-0.49,5.2
2025-12-01,600996,12.1,11.88,12.53,11.88,515457,622872837.0,5.37,-1.9,-0.23,4.13
2025-12-02,600996,11.9,11.92,12.07,11.75,350939,417856526.0,2.69,0.34,0.04,2.81
2025-12-03,600996,11.98,11.33,12.0,11.25,446245,513972277.0,6.29,-4.95,-0.59,3.58
2025-12-04,600996,11.4,10.98,11.48,10.95,352069,391640222.0,4.68,-3.09,-0.35,2.82
2025-12-05,600996,11.1,11.5,11.73,11.03,438152,502664177.0,6.38,4.74,0.52,3.51
2025-12-08,600996,11.6,11.32,11.72,11.27,278331,317081394.0,3.91,-1.57,-0.18,2.23
2025-12-09,600996,11.22,11.37,11.69,11.22,243307,278560280.0,4.15,0.44,0.05,1.95
2025-12-10,600996,11.45,11.3,11.53,11.19,212745,241342637.0,2.99,-0.62,-0.07,1.71
2025-12-11,600996,11.31,11.2,11.6,11.18,244551,276698999.0,3.72,-0.88,-0.1,1.96
2025-12-12,600996,11.2,11.15,11.31,11.03,187720,209821976.0,2.5,-0.45,-0.05,1.51
2025-12-15,600996,11.15,10.96,11.21,10.8,201616,221379741.0,3.68,-1.7,-0.19,1.62
2025-12-16,600996,10.91,10.45,10.99,10.39,316600,334973596.0,5.47,-4.65,-0.51,2.54
2025-12-17,600996,10.46,10.34,10.49,10.18,206231,212739097.0,2.97,-1.05,-0.11,1.65
2025-12-18,600996,10.25,10.15,10.45,10.14,159272,164385375.0,3.0,-1.84,-0.19,1.28
2025-12-19,600996,10.25,10.42,10.53,10.14,256554,265406010.0,3.84,2.66,0.27,2.06
2025-12-22,600996,10.37,10.52,10.55,10.29,213730,222996503.0,2.5,0.96,0.1,1.71
2025-12-23,600996,10.5,10.36,10.65,10.31,179273,187322260.0,3.23,-1.52,-0.16,1.44
2025-12-24,600996,10.32,10.66,10.83,10.32,241378,257250077.0,4.92,2.9,0.3,1.94
2025-12-25,600996,10.66,10.94,11.26,10.62,291006,320860057.0,6.0,2.63,0.28,2.33
