日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-07-15,600875,17.22,17.18,17.35,17.04,188608,323774418.0,1.79,-0.64,-0.11,0.93
2025-07-16,600875,17.18,17.07,17.24,17.0,122872,210212547.0,1.4,-0.64,-0.11,0.61
2025-07-17,600875,17.13,17.31,17.31,17.07,128746,221123718.0,1.41,1.41,0.24,0.64
2025-07-18,600875,17.37,17.84,17.99,17.37,377070,668650417.0,3.58,3.06,0.53,1.86
2025-07-21,600875,19.62,19.62,19.62,19.62,137720,270206248.0,0.0,9.98,1.78,0.68
2025-07-22,600875,21.58,21.58,21.58,21.58,64672,139562003.0,0.0,9.99,1.96,0.32
2025-07-23,600875,23.74,23.74,23.74,23.09,2127681,5045433382.0,3.01,10.01,2.16,10.51
2025-07-24,600875,23.0,23.19,24.48,22.3,2825581,6594491236.0,9.18,-2.32,-0.55,13.96
2025-07-25,600875,23.0,20.93,23.2,20.9,2209146,4820215493.0,9.92,-9.75,-2.26,10.92
2025-07-28,600875,20.81,20.91,21.25,20.72,1015782,2129784162.0,2.53,-0.1,-0.02,5.02
2025-07-29,600875,20.8,21.06,21.43,20.46,1429571,2988005075.0,4.64,0.72,0.15,7.06
2025-07-30,600875,20.82,20.35,20.97,20.2,928383,1911992882.0,3.66,-3.37,-0.71,4.59
2025-07-31,600875,20.18,20.2,20.55,20.08,607142,1231874198.0,2.31,-0.74,-0.15,3.0
2025-08-01,600875,20.15,19.84,20.2,19.81,494549,987343307.0,1.93,-1.78,-0.36,2.44
2025-08-04,600875,19.78,20.0,20.03,19.74,350761,697073395.0,1.46,0.81,0.16,1.73
2025-08-05,600875,20.12,19.98,20.22,19.92,422335,846506990.0,1.5,-0.1,-0.02,2.09
2025-08-06,600875,19.96,19.98,20.05,19.81,438587,873017848.0,1.2,0.0,0.0,2.17
2025-08-07,600875,20.1,19.89,20.1,19.77,377024,749564299.0,1.65,-0.45,-0.09,1.86
2025-08-08,600875,19.87,20.29,20.43,19.79,713635,1441866463.0,3.22,2.01,0.4,3.53
2025-08-11,600875,20.29,20.11,20.29,19.88,447869,898305205.0,2.02,-0.89,-0.18,2.21
2025-08-12,600875,20.12,19.84,20.17,19.81,400475,796773432.0,1.79,-1.34,-0.27,1.98
2025-08-13,600875,19.85,19.81,19.96,19.76,392247,777681934.0,1.01,-0.15,-0.03,1.94
2025-08-14,600875,19.78,19.82,20.09,19.77,433216,862370312.0,1.62,0.05,0.01,2.14
2025-08-15,600875,19.78,19.93,20.01,19.66,387045,770195470.0,1.77,0.55,0.11,1.91
2025-08-18,600875,19.9,20.2,20.29,19.89,517541,1042057557.0,2.01,1.35,0.27,2.56
2025-08-19,600875,20.2,20.07,20.36,20.05,488214,984962933.0,1.53,-0.64,-0.13,2.41
2025-08-20,600875,20.0,20.15,20.17,19.87,366419,732356428.0,1.49,0.4,0.08,1.81
2025-08-21,600875,20.19,20.3,20.53,20.19,505482,1027564048.0,1.69,0.74,0.15,2.5
2025-08-22,600875,20.0,20.1,20.1,19.7,465031,924205527.0,1.97,-0.99,-0.2,2.3
2025-08-25,600875,20.12,20.65,20.65,20.12,705346,1442596593.0,2.64,2.74,0.55,3.49
2025-08-26,600875,20.61,20.36,20.62,20.26,451553,920700535.0,1.74,-1.4,-0.29,2.23
2025-08-27,600875,20.39,19.68,20.55,19.68,660669,1328547648.0,4.27,-3.34,-0.68,3.26
2025-08-28,600875,19.62,20.21,20.26,19.37,566258,1122790311.0,4.52,2.69,0.53,2.8
2025-08-29,600875,20.17,19.78,20.18,19.71,442653,881216895.0,2.33,-2.13,-0.43,2.19
2025-09-01,600875,19.88,19.87,20.1,19.75,370474,737857167.0,1.77,0.46,0.09,1.83
