日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-07-15,600961,11.56,11.36,11.72,11.3,291592,333407744.0,3.62,-2.07,-0.24,3.88
2025-07-16,600961,11.41,11.13,11.47,11.06,224158,250659318.0,3.61,-2.02,-0.23,2.98
2025-07-17,600961,11.15,11.17,11.2,11.07,192121,213879571.0,1.17,0.36,0.04,2.56
2025-07-18,600961,11.18,11.37,11.63,11.18,345237,392894664.0,4.03,1.79,0.2,4.59
2025-07-21,600961,11.53,11.91,11.93,11.45,415896,487206901.0,4.22,4.75,0.54,5.53
2025-07-22,600961,11.91,12.18,12.24,11.82,409045,491719860.0,3.53,2.27,0.27,5.44
2025-07-23,600961,12.19,12.28,12.67,12.03,401602,493754406.0,5.25,0.82,0.1,5.34
2025-07-24,600961,12.24,12.38,12.53,12.13,345786,426123576.0,3.26,0.81,0.1,4.6
2025-07-25,600961,12.32,12.26,12.43,12.19,205258,252060908.0,1.94,-0.97,-0.12,2.73
2025-07-28,600961,12.2,11.9,12.24,11.86,280798,336162053.0,3.1,-2.94,-0.36,3.73
2025-07-29,600961,11.85,11.92,11.97,11.72,237145,280541026.0,2.1,0.17,0.02,3.15
2025-07-30,600961,11.95,11.76,12.04,11.67,213560,253291276.0,3.1,-1.34,-0.16,2.84
2025-07-31,600961,11.62,11.25,11.64,11.13,416091,471508369.0,4.34,-4.34,-0.51,5.53
2025-08-01,600961,11.25,11.23,11.33,11.21,170404,191863012.0,1.07,-0.18,-0.02,2.27
2025-08-04,600961,11.29,11.69,11.7,11.24,297395,341302588.0,4.1,4.1,0.46,3.96
2025-08-05,600961,11.69,11.76,11.82,11.57,216552,253754032.0,2.14,0.6,0.07,2.88
2025-08-06,600961,11.71,11.82,11.92,11.65,153556,181346579.0,2.3,0.51,0.06,2.04
2025-08-07,600961,11.8,11.84,11.92,11.58,187454,220194406.0,2.88,0.17,0.02,2.49
2025-08-08,600961,11.91,12.08,12.15,11.86,241419,290663437.0,2.45,2.03,0.24,3.21
2025-08-11,600961,12.01,12.1,12.19,11.93,218229,263304553.0,2.15,0.17,0.02,2.9
2025-08-12,600961,12.06,12.25,12.33,12.0,211426,257791981.0,2.73,1.24,0.15,2.81
2025-08-13,600961,12.11,12.37,12.4,11.93,369723,449031581.0,3.84,0.98,0.12,4.92
2025-08-14,600961,12.37,12.37,12.99,12.3,433617,544518018.0,5.58,0.0,0.0,5.77
2025-08-15,600961,12.29,12.56,12.76,12.28,326440,409309208.0,3.88,1.54,0.19,4.34
2025-08-18,600961,12.63,12.28,12.7,12.21,393686,485696246.0,3.9,-2.23,-0.28,5.24
2025-08-19,600961,12.34,12.31,12.37,12.1,286157,350768852.0,2.2,0.24,0.03,3.81
2025-08-20,600961,12.25,12.97,13.43,12.2,662031,857357474.0,9.99,5.36,0.66,8.81
2025-08-21,600961,13.0,12.81,13.2,12.73,354803,458712086.0,3.62,-1.23,-0.16,4.72
2025-08-22,600961,12.79,12.79,12.96,12.71,236822,303403246.0,1.95,-0.16,-0.02,3.15
2025-08-25,600961,12.99,13.29,13.43,12.98,486867,645427341.0,3.52,3.91,0.5,6.48
2025-08-26,600961,13.22,13.63,13.86,13.11,454382,612009049.0,5.64,2.56,0.34,6.04
2025-08-27,600961,13.5,13.12,13.68,13.03,432176,579658961.0,4.77,-3.74,-0.51,5.75
2025-08-28,600961,13.1,13.58,13.61,13.05,364515,485075602.0,4.27,3.51,0.46,4.85
2025-08-29,600961,13.59,13.52,13.76,13.41,353981,480322823.0,2.58,-0.44,-0.06,4.71
2025-09-01,600961,13.7,14.28,14.45,13.53,568383,800063367.0,6.8,5.62,0.76,7.56
2025-09-02,600961,14.52,15.17,15.71,14.29,1000589,1516318706.0,9.94,6.23,0.89,13.31
2025-09-03,600961,15.04,14.89,15.46,14.8,589740,888931890.0,4.35,-1.85,-0.28,7.84
2025-09-04,600961,14.85,14.26,15.3,13.97,531749,773196233.0,8.93,-4.23,-0.63,7.07
2025-09-05,600961,14.2,14.5,14.53,14.18,413241,593509010.0,2.45,1.68,0.24,5.5
2025-09-08,600961,14.59,14.6,14.72,14.26,414629,600048923.0,3.17,0.69,0.1,5.52
2025-09-09,600961,14.63,14.98,15.7,14.48,659569,997164441.0,8.36,2.6,0.38,8.77
2025-09-10,600961,14.64,14.77,14.88,14.35,398574,583170925.0,3.54,-1.4,-0.21,5.3
