股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
海油工程,600583,2025-09-25,5.33,5.28,5.33,5.25,303707,160442996.0,1.5,-0.94,-0.05,0.69
海油工程,600583,2025-09-26,5.27,5.29,5.32,5.26,331454,175720318.0,1.14,0.19,0.01,0.75
海油工程,600583,2025-09-29,5.3,5.35,5.35,5.23,370770,196689516.0,2.27,1.13,0.06,0.84
海油工程,600583,2025-09-30,5.32,5.3,5.34,5.28,303419,160988454.0,1.12,-0.93,-0.05,0.69
海油工程,600583,2025-10-09,5.3,5.36,5.37,5.26,552282,294327975.0,2.08,1.13,0.06,1.25
海油工程,600583,2025-10-10,5.35,5.41,5.43,5.33,589690,318365047.0,1.87,0.93,0.05,1.33
海油工程,600583,2025-10-13,5.32,5.34,5.36,5.28,521339,277049944.0,1.48,-1.29,-0.07,1.18
海油工程,600583,2025-10-14,5.36,5.41,5.43,5.35,641610,346073285.0,1.5,1.31,0.07,1.45
海油工程,600583,2025-10-15,5.41,5.46,5.48,5.39,574950,313433619.0,1.66,0.92,0.05,1.3
海油工程,600583,2025-10-16,5.47,5.47,5.5,5.43,527581,288312279.0,1.28,0.18,0.01,1.19
海油工程,600583,2025-10-17,5.46,5.39,5.48,5.37,349220,188995107.0,2.01,-1.46,-0.08,0.79
海油工程,600583,2025-10-20,5.4,5.41,5.41,5.32,366163,196360498.0,1.67,0.37,0.02,0.83
海油工程,600583,2025-10-21,5.41,5.53,5.55,5.39,787978,433163917.0,2.96,2.22,0.12,1.78
海油工程,600583,2025-10-22,5.56,5.55,5.62,5.51,764925,425667425.0,1.99,0.36,0.02,1.73
海油工程,600583,2025-10-23,5.57,5.59,5.6,5.51,679184,377899371.0,1.62,0.72,0.04,1.54
海油工程,600583,2025-10-24,5.57,5.5,5.63,5.48,583092,322530921.0,2.68,-1.61,-0.09,1.32
海油工程,600583,2025-10-27,5.53,5.6,5.68,5.48,865539,484936354.0,3.64,1.82,0.1,1.96
海油工程,600583,2025-10-28,5.59,5.51,5.61,5.49,533540,295264028.0,2.14,-1.61,-0.09,1.21
海油工程,600583,2025-10-29,5.5,5.47,5.52,5.44,530603,290736823.0,1.45,-0.73,-0.04,1.2
海油工程,600583,2025-10-30,5.48,5.49,5.56,5.46,473121,260670431.0,1.83,0.37,0.02,1.07
海油工程,600583,2025-10-31,5.48,5.44,5.5,5.44,378225,206585043.0,1.09,-0.91,-0.05,0.86
海油工程,600583,2025-11-03,5.45,5.61,5.64,5.45,934237,520097594.0,3.49,3.13,0.17,2.11
海油工程,600583,2025-11-04,5.58,5.57,5.62,5.53,420078,234239022.0,1.6,-0.71,-0.04,0.95
海油工程,600583,2025-11-05,5.54,5.61,5.65,5.52,516337,289789420.0,2.33,0.72,0.04,1.17
海油工程,600583,2025-11-06,5.6,5.7,5.73,5.58,727163,413003719.0,2.67,1.6,0.09,1.64
海油工程,600583,2025-11-07,5.7,5.74,5.77,5.68,597038,342924411.0,1.58,0.7,0.04,1.35
海油工程,600583,2025-11-10,5.72,5.84,5.85,5.71,565332,326907253.0,2.44,1.74,0.1,1.28
海油工程,600583,2025-11-11,5.82,5.81,5.87,5.8,391812,228350067.0,1.2,-0.51,-0.03,0.89
海油工程,600583,2025-11-12,5.83,5.85,5.95,5.81,670316,394885808.0,2.41,0.69,0.04,1.52
海油工程,600583,2025-11-13,5.8,5.83,5.85,5.75,617381,357686002.0,1.71,-0.34,-0.02,1.4
海油工程,600583,2025-11-14,5.83,5.77,5.88,5.75,363225,211052901.0,2.23,-1.03,-0.06,0.82
海油工程,600583,2025-11-17,5.77,5.76,5.81,5.73,417461,240516634.0,1.39,-0.17,-0.01,0.94
海油工程,600583,2025-11-18,5.74,5.68,5.76,5.64,418262,237575905.0,2.08,-1.39,-0.08,0.95
海油工程,600583,2025-11-19,5.69,5.7,5.75,5.66,409081,233642572.0,1.58,0.35,0.02,0.93
海油工程,600583,2025-11-20,5.67,5.61,5.71,5.6,368993,208432086.0,1.93,-1.58,-0.09,0.83
海油工程,600583,2025-11-21,5.58,5.47,5.62,5.47,495744,274391471.0,2.67,-2.5,-0.14,1.12
海油工程,600583,2025-11-24,5.5,5.41,5.53,5.4,449025,244629696.0,2.38,-1.1,-0.06,1.02
海油工程,600583,2025-11-25,5.42,5.4,5.44,5.4,352103,190862879.0,0.74,-0.18,-0.01,0.8
海油工程,600583,2025-11-26,5.4,5.38,5.45,5.38,309864,167559911.0,1.3,-0.37,-0.02,0.7
海油工程,600583,2025-11-27,5.39,5.39,5.41,5.36,263183,141870540.0,0.93,0.19,0.01,0.6
海油工程,600583,2025-11-28,5.38,5.41,5.44,5.38,301638,163110325.0,1.11,0.37,0.02,0.68
海油工程,600583,2025-12-01,5.42,5.47,5.49,5.41,368633,200970377.0,1.48,1.11,0.06,0.83
海油工程,600583,2025-12-02,5.47,5.54,5.57,5.42,441294,243775984.0,2.74,1.28,0.07,1.0
海油工程,600583,2025-12-03,5.53,5.62,5.66,5.52,393185,220261525.0,2.53,1.44,0.08,0.89
海油工程,600583,2025-12-04,5.62,5.59,5.65,5.57,251907,141153120.0,1.42,-0.53,-0.03,0.57
海油工程,600583,2025-12-05,5.58,5.66,5.68,5.57,299318,168679642.0,1.97,1.25,0.07,0.68
海油工程,600583,2025-12-08,5.65,5.54,5.67,5.53,411923,229384369.0,2.47,-2.12,-0.12,0.93
海油工程,600583,2025-12-09,5.54,5.42,5.55,5.42,390883,213598171.0,2.35,-2.17,-0.12,0.88
海油工程,600583,2025-12-10,5.42,5.44,5.46,5.39,311119,168896688.0,1.29,0.37,0.02,0.7
海油工程,600583,2025-12-11,5.45,5.42,5.52,5.41,312337,170393544.0,2.02,-0.37,-0.02,0.71
海油工程,600583,2025-12-12,5.42,5.43,5.48,5.42,406415,221139932.0,1.11,0.18,0.01,0.92
海油工程,600583,2025-12-15,5.43,5.43,5.48,5.42,332964,181551356.0,1.1,0.0,0.0,0.75
海油工程,600583,2025-12-16,5.42,5.34,5.44,5.32,520689,278484736.0,2.21,-1.66,-0.09,1.18
海油工程,600583,2025-12-17,5.33,5.37,5.39,5.28,353178,188216771.0,2.06,0.56,0.03,0.8
海油工程,600583,2025-12-18,5.37,5.42,5.44,5.35,345644,186491532.0,1.68,0.93,0.05,0.78
海油工程,600583,2025-12-19,5.4,5.41,5.44,5.38,327679,177261630.0,1.11,-0.18,-0.01,0.74
海油工程,600583,2025-12-22,5.42,5.45,5.5,5.42,329249,179814839.0,1.48,0.74,0.04,0.74
海油工程,600583,2025-12-23,5.48,5.5,5.56,5.47,460756,254117288.0,1.65,0.92,0.05,1.04
海油工程,600583,2025-12-24,5.5,5.51,5.53,5.48,226259,124606039.0,0.91,0.18,0.01,0.51
海油工程,600583,2025-12-25,5.52,5.54,5.55,5.48,245922,135540335.0,1.27,0.54,0.03,0.56
海油工程,600583,2025-12-26,5.53,5.52,5.57,5.51,252584,139974971.0,1.08,-0.36,-0.02,0.57
海油工程,600583,2025-12-29,5.5,5.52,5.59,5.49,323439,179402928.0,1.81,0.0,0.0,0.73
海油工程,600583,2025-12-30,5.51,5.51,5.57,5.46,410762,226879780.0,1.99,-0.18,-0.01,0.93
海油工程,600583,2025-12-31,5.51,5.49,5.52,5.47,290507,159513007.0,0.91,-0.36,-0.02,0.66
海油工程,600583,2026-01-05,5.57,5.56,5.62,5.51,594532,331237192.0,2.0,1.28,0.07,1.34
海油工程,600583,2026-01-06,5.57,5.66,5.68,5.55,554113,311955724.0,2.34,1.8,0.1,1.25
海油工程,600583,2026-01-07,5.65,5.6,5.65,5.58,459406,257637113.0,1.24,-1.06,-0.06,1.04
海油工程,600583,2026-01-08,5.6,5.77,5.92,5.56,1133702,651249471.0,6.43,3.04,0.17,2.56
海油工程,600583,2026-01-09,5.88,5.92,5.98,5.77,1053317,617105934.0,3.64,2.6,0.15,2.38
海油工程,600583,2026-01-12,5.91,5.9,5.96,5.86,715473,421830098.0,1.69,-0.34,-0.02,1.62
海油工程,600583,2026-01-13,5.95,5.97,6.09,5.91,1001331,599509265.0,3.05,1.19,0.07,2.26
海油工程,600583,2026-01-14,5.99,6.06,6.2,5.98,1134594,692432032.0,3.69,1.51,0.09,2.57
海油工程,600583,2026-01-15,6.01,6.17,6.18,5.96,723609,441295068.0,3.63,1.82,0.11,1.64
海油工程,600583,2026-01-16,6.09,5.96,6.11,5.93,763205,458481519.0,2.92,-3.4,-0.21,1.73
海油工程,600583,2026-01-19,6.0,6.17,6.2,5.92,712999,436081211.0,4.7,3.52,0.21,1.61
海油工程,600583,2026-01-20,6.19,6.22,6.24,6.05,673880,413951227.0,3.08,0.81,0.05,1.52
海油工程,600583,2026-01-21,6.24,6.35,6.37,6.18,793442,499959306.0,3.05,2.09,0.13,1.79
海油工程,600583,2026-01-22,6.3,6.57,6.65,6.29,1319567,864069637.0,5.67,3.46,0.22,2.98
海油工程,600583,2026-01-23,6.51,6.53,6.65,6.46,799533,523971866.0,2.89,-0.61,-0.04,1.81
海油工程,600583,2026-01-26,6.55,6.57,6.68,6.49,1020161,671647223.0,2.91,0.61,0.04,2.31
海油工程,600583,2026-01-27,6.55,6.45,6.61,6.4,758856,490886357.0,3.2,-1.83,-0.12,1.72
海油工程,600583,2026-01-28,6.51,6.72,6.8,6.51,1378659,924087702.0,4.5,4.19,0.27,3.12
海油工程,600583,2026-01-29,6.8,6.86,6.96,6.65,1644668,1121789897.0,4.61,2.08,0.14,3.72
海油工程,600583,2026-01-30,6.83,6.67,6.96,6.5,1513614,1008295157.0,6.71,-2.77,-0.19,3.42
海油工程,600583,2026-02-02,6.43,6.43,6.65,6.38,1197489,778820622.0,4.05,-3.6,-0.24,2.71
海油工程,600583,2026-02-03,6.44,6.48,6.51,6.36,655487,422015980.0,2.33,0.78,0.05,1.48
海油工程,600583,2026-02-04,6.56,6.69,6.72,6.5,741831,489771826.0,3.4,3.24,0.21,1.68
海油工程,600583,2026-02-05,6.67,6.49,6.72,6.47,544034,356008550.0,3.74,-2.99,-0.2,1.23
海油工程,600583,2026-02-06,6.37,6.61,6.7,6.34,587744,387038189.0,5.55,1.85,0.12,1.33
海油工程,600583,2026-02-09,6.56,6.52,6.65,6.48,531101,347014038.0,2.57,-1.36,-0.09,1.2
海油工程,600583,2026-02-10,6.56,6.52,6.62,6.48,410636,268461619.0,2.15,0.0,0.0,0.93
海油工程,600583,2026-02-11,6.52,7.17,7.17,6.49,1977335,1374288469.0,10.43,9.97,0.65,4.47
海油工程,600583,2026-02-12,7.3,7.24,7.42,7.16,1753663,1274199713.0,3.63,0.98,0.07,3.97
海油工程,600583,2026-02-13,7.16,6.86,7.18,6.81,1092629,757932144.0,5.11,-5.25,-0.38,2.47
海油工程,600583,2026-02-24,7.1,7.47,7.52,7.03,2135260,1566689598.0,7.14,8.89,0.61,4.83
海油工程,600583,2026-02-25,7.3,7.42,7.61,7.21,2177917,1614117233.0,5.35,-0.67,-0.05,4.93
海油工程,600583,2026-02-26,7.34,7.22,7.56,7.21,1015022,743687219.0,4.72,-2.7,-0.2,2.3
海油工程,600583,2026-02-27,7.23,7.21,7.34,7.13,768309,554709883.0,2.91,-0.14,-0.01,1.74
海油工程,600583,2026-03-02,7.76,7.93,7.93,7.43,2647201,2032613657.0,6.93,9.99,0.72,5.99
海油工程,600583,2026-03-03,8.38,8.72,8.72,8.3,3890968,3348724169.0,5.3,9.96,0.79,8.8
海油工程,600583,2026-03-04,8.35,8.17,8.52,7.85,3959620,3203954891.0,7.68,-6.31,-0.55,8.96
海油工程,600583,2026-03-05,7.77,7.7,8.05,7.47,2693173,2069889907.0,7.1,-5.75,-0.47,6.09
海油工程,600583,2026-03-06,7.6,7.55,7.79,7.4,1713809,1291321816.0,5.06,-1.95,-0.15,3.88
海油工程,600583,2026-03-09,8.11,7.51,8.2,7.49,2608927,2056869143.0,9.4,-0.53,-0.04,5.9
海油工程,600583,2026-03-10,7.1,7.2,7.35,7.1,1907041,1376560958.0,3.33,-4.13,-0.31,4.31
海油工程,600583,2026-03-11,7.15,7.15,7.2,7.04,1154698,822269627.0,2.22,-0.69,-0.05,2.61
海油工程,600583,2026-03-12,7.25,7.07,7.27,7.03,1392353,991236860.0,3.36,-1.12,-0.08,3.15
海油工程,600583,2026-03-13,7.12,7.16,7.34,7.11,1370488,988861032.0,3.25,1.27,0.09,3.1
海油工程,600583,2026-03-16,7.33,7.09,7.58,7.03,1509014,1102287456.0,7.68,-0.98,-0.07,3.41
海油工程,600583,2026-03-17,7.14,7.02,7.19,6.9,1123631,791236536.0,4.09,-0.99,-0.07,2.54
海油工程,600583,2026-03-18,6.95,6.83,6.96,6.75,886250,605967189.0,2.99,-2.71,-0.19,2.0
海油工程,600583,2026-03-19,7.0,6.8,7.05,6.75,1145766,785189063.0,4.39,-0.44,-0.03,2.59
海油工程,600583,2026-03-20,6.68,6.72,6.83,6.56,1049068,703432547.0,3.97,-1.18,-0.08,2.37
海油工程,600583,2026-03-23,6.72,6.44,6.75,6.33,1232516,801173529.0,6.25,-4.17,-0.28,2.79
海油工程,600583,2026-03-24,6.44,6.5,6.5,6.34,737327,474200109.0,2.48,0.93,0.06,1.67
海油工程,600583,2026-03-25,6.4,6.52,6.54,6.34,671150,434422187.0,3.08,0.31,0.02,1.52
海油工程,600583,2026-03-26,6.5,6.72,6.78,6.48,1125920,752389454.0,4.6,3.07,0.2,2.55
海油工程,600583,2026-03-27,6.66,6.72,6.82,6.64,654163,438366145.0,2.68,0.0,0.0,1.48
海油工程,600583,2026-03-30,6.8,6.67,6.81,6.58,586557,390971719.0,3.42,-0.74,-0.05,1.33
海油工程,600583,2026-03-31,6.68,6.51,6.72,6.5,523624,345318106.0,3.3,-2.4,-0.16,1.18
海油工程,600583,2026-04-01,6.5,6.63,6.75,6.49,573953,381118572.0,3.99,1.84,0.12,1.3
