日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-10-28,601512,9.45,9.34,9.57,9.32,45565,42910676.0,2.63,-1.79,-0.17,0.3
2025-10-29,601512,9.3,9.32,9.34,9.03,67869,62429893.0,3.32,-0.21,-0.02,0.45
2025-10-30,601512,9.33,9.21,9.34,9.18,45472,42011111.0,1.72,-1.18,-0.11,0.3
2025-10-31,601512,9.19,9.26,9.29,9.09,48064,44391141.0,2.17,0.54,0.05,0.32
2025-11-03,601512,9.22,10.19,10.19,9.16,198239,193918176.0,11.12,10.04,0.93,1.32
2025-11-04,601512,10.2,9.94,10.63,9.9,372087,378619576.0,7.16,-2.45,-0.25,2.48
2025-11-05,601512,9.78,9.9,10.01,9.78,168746,167617585.0,2.31,-0.4,-0.04,1.13
2025-11-06,601512,9.91,9.89,10.08,9.85,139847,138807911.0,2.32,-0.1,-0.01,0.93
2025-11-07,601512,9.86,9.94,10.01,9.71,121459,120459293.0,3.03,0.51,0.05,0.81
2025-11-10,601512,10.02,10.01,10.15,9.93,143656,144094604.0,2.21,0.7,0.07,0.96
2025-11-11,601512,10.0,10.05,10.1,9.93,84253,84394833.0,1.7,0.4,0.04,0.56
2025-11-12,601512,10.01,10.25,10.3,9.84,126567,127031572.0,4.58,1.99,0.2,0.84
2025-11-13,601512,10.06,10.03,10.28,9.97,133611,134429538.0,3.02,-2.15,-0.22,0.89
2025-11-14,601512,9.91,9.76,10.02,9.76,87084,85900537.0,2.59,-2.69,-0.27,0.58
2025-11-17,601512,9.75,9.55,9.75,9.42,124941,119251451.0,3.38,-2.15,-0.21,0.83
2025-11-18,601512,9.53,9.4,9.53,9.34,55203,51818545.0,1.99,-1.57,-0.15,0.37
2025-11-19,601512,9.38,9.21,9.64,9.18,63817,59515888.0,4.89,-2.02,-0.19,0.43
2025-11-20,601512,9.18,9.12,9.25,8.99,63158,57567650.0,2.82,-0.98,-0.09,0.42
2025-11-21,601512,9.05,8.84,9.16,8.83,58373,52389540.0,3.62,-3.07,-0.28,0.39
2025-11-24,601512,8.91,8.81,8.93,8.78,39628,35113421.0,1.7,-0.34,-0.03,0.26
2025-11-25,601512,8.9,8.98,9.13,8.84,51640,46476966.0,3.29,1.93,0.17,0.34
2025-11-26,601512,8.95,8.88,9.02,8.84,37767,33730786.0,2.0,-1.11,-0.1,0.25
2025-11-27,601512,8.88,8.92,9.08,8.79,48228,43123017.0,3.27,0.45,0.04,0.32
2025-11-28,601512,8.91,9.12,9.18,8.87,50407,45787151.0,3.48,2.24,0.2,0.34
2025-12-01,601512,9.16,9.22,9.23,9.07,51453,47059980.0,1.75,1.1,0.1,0.34
2025-12-02,601512,9.22,9.18,9.22,9.11,25949,23771355.0,1.19,-0.43,-0.04,0.17
2025-12-03,601512,9.19,9.11,9.23,9.06,32397,29559135.0,1.85,-0.76,-0.07,0.22
2025-12-04,601512,9.09,8.99,9.14,8.96,34789,31389615.0,1.98,-1.32,-0.12,0.23
2025-12-05,601512,9.0,9.15,9.87,8.88,138516,128268793.0,11.01,1.78,0.16,0.92
2025-12-08,601512,9.19,9.06,9.3,8.99,121978,111187279.0,3.39,-0.98,-0.09,0.81
2025-12-09,601512,9.0,8.86,9.03,8.86,58475,52087564.0,1.88,-2.21,-0.2,0.39
2025-12-10,601512,8.84,8.9,8.94,8.78,50018,44270826.0,1.81,0.45,0.04,0.33
2025-12-11,601512,8.85,8.74,8.91,8.73,41036,36126454.0,2.02,-1.8,-0.16,0.27
2025-12-12,601512,8.77,8.7,8.83,8.7,45483,39790007.0,1.49,-0.46,-0.04,0.3
2025-12-15,601512,8.65,8.68,8.78,8.64,40630,35390278.0,1.61,-0.23,-0.02,0.27
2025-12-16,601512,8.73,8.71,8.79,8.57,46775,40528736.0,2.53,0.35,0.03,0.31
2025-12-17,601512,8.82,8.69,8.82,8.56,44968,38941309.0,2.99,-0.23,-0.02,0.3
2025-12-18,601512,8.66,8.66,8.74,8.63,34746,30162524.0,1.27,-0.35,-0.03,0.23
2025-12-19,601512,8.69,8.68,8.79,8.64,51787,45090226.0,1.73,0.23,0.02,0.35
2025-12-22,601512,8.64,8.66,8.71,8.62,32854,28446320.0,1.04,-0.23,-0.02,0.22
2025-12-23,601512,8.68,8.57,8.68,8.56,37481,32233472.0,1.39,-1.04,-0.09,0.25
2025-12-24,601512,8.69,8.77,9.05,8.6,114408,100290535.0,5.25,2.33,0.2,0.76
2025-12-25,601512,8.72,8.78,8.84,8.68,71829,62834020.0,1.82,0.11,0.01,0.48
2025-12-26,601512,8.76,8.9,9.0,8.72,81465,72513415.0,3.19,1.37,0.12,0.54
2025-12-29,601512,8.91,9.07,9.11,8.87,96318,86789025.0,2.7,1.91,0.17,0.64
2025-12-30,601512,9.07,8.93,9.12,8.93,64880,58493109.0,2.09,-1.54,-0.14,0.43
2025-12-31,601512,8.96,9.0,9.08,8.92,57250,51476148.0,1.79,0.78,0.07,0.38
2026-01-05,601512,9.51,9.9,9.9,9.11,160874,154329000.0,8.78,10.0,0.9,1.07
2026-01-06,601512,9.78,9.51,9.89,9.44,255506,243853477.0,4.55,-3.94,-0.39,1.7
2026-01-07,601512,9.47,9.41,9.69,9.4,147481,139716607.0,3.05,-1.05,-0.1,0.98
2026-01-08,601512,9.48,9.58,9.6,9.35,136657,129900662.0,2.66,1.81,0.17,0.91
2026-01-09,601512,9.81,10.17,10.32,9.81,275335,277869105.0,5.32,6.16,0.59,1.84
2026-01-12,601512,10.1,9.95,10.34,9.9,204254,205352682.0,4.33,-2.16,-0.22,1.36
2026-01-13,601512,9.95,9.7,9.98,9.69,128970,127007860.0,2.91,-2.51,-0.25,0.86
2026-01-14,601512,9.51,9.45,9.78,9.3,197613,188236096.0,4.95,-2.58,-0.25,1.32
2026-01-15,601512,9.31,9.35,9.48,9.28,72951,68378845.0,2.12,-1.06,-0.1,0.49
2026-01-16,601512,9.43,9.27,9.44,9.2,84308,78256686.0,2.57,-0.86,-0.08,0.56
2026-01-19,601512,9.27,9.36,9.4,9.18,56621,52886295.0,2.37,0.97,0.09,0.38
2026-01-20,601512,9.31,9.57,9.64,9.31,105350,100251702.0,3.53,2.24,0.21,0.7
2026-01-21,601512,9.51,9.53,9.68,9.46,80985,77604210.0,2.3,-0.42,-0.04,0.54
2026-01-22,601512,9.56,9.53,9.56,9.46,45053,42810360.0,1.05,0.0,0.0,0.3
2026-01-23,601512,9.53,9.54,9.59,9.48,51508,49120987.0,1.15,0.1,0.01,0.34
2026-01-26,601512,9.95,9.71,10.03,9.69,144109,141915697.0,3.56,1.78,0.17,0.96
2026-01-27,601512,9.79,9.67,9.79,9.45,85339,81846334.0,3.5,-0.41,-0.04,0.57
2026-01-28,601512,9.83,9.72,9.9,9.67,77955,76234117.0,2.38,0.52,0.05,0.52
2026-01-29,601512,9.75,9.85,9.93,9.57,100053,98020493.0,3.7,1.34,0.13,0.67
2026-01-30,601512,9.78,9.74,9.9,9.64,77001,75059941.0,2.64,-1.12,-0.11,0.51
2026-02-02,601512,9.67,9.4,9.72,9.4,77829,74376061.0,3.29,-3.49,-0.34,0.52
2026-02-03,601512,9.46,9.65,9.79,9.45,69102,66266198.0,3.62,2.66,0.25,0.46
2026-02-04,601512,9.64,9.8,9.8,9.54,67658,65558661.0,2.69,1.55,0.15,0.45
2026-02-05,601512,9.76,9.78,9.82,9.69,47328,46171327.0,1.33,-0.2,-0.02,0.32
2026-02-06,601512,9.71,9.64,9.81,9.62,48694,47311543.0,1.94,-1.43,-0.14,0.32
2026-02-09,601512,9.68,9.8,9.89,9.67,69263,67881404.0,2.28,1.66,0.16,0.46
2026-02-10,601512,9.84,9.67,9.85,9.6,48183,46591924.0,2.55,-1.33,-0.13,0.32
2026-02-11,601512,9.67,9.64,9.7,9.61,30970,29923084.0,0.93,-0.31,-0.03,0.21
2026-02-12,601512,9.66,9.6,9.74,9.59,40063,38650935.0,1.56,-0.41,-0.04,0.27
2026-02-13,601512,9.56,9.51,9.69,9.5,39016,37426020.0,1.98,-0.94,-0.09,0.26
2026-02-24,601512,9.6,9.58,9.63,9.51,37296,35728821.0,1.26,0.74,0.07,0.25
2026-02-25,601512,9.58,9.7,9.74,9.58,44877,43549825.0,1.67,1.25,0.12,0.3
2026-02-26,601512,9.71,9.51,9.74,9.45,51682,49245355.0,2.99,-1.96,-0.19,0.34
2026-02-27,601512,9.45,9.6,9.62,9.45,38428,36655738.0,1.79,0.95,0.09,0.26
2026-03-02,601512,9.56,9.48,9.62,9.4,46554,44270182.0,2.29,-1.25,-0.12,0.31
2026-03-03,601512,9.54,9.2,9.54,9.18,54862,51202002.0,3.8,-2.95,-0.28,0.37
2026-03-04,601512,9.15,9.02,9.26,9.01,41174,37495453.0,2.72,-1.96,-0.18,0.27
2026-03-05,601512,9.18,9.09,9.23,9.05,32874,30006090.0,2.0,0.78,0.07,0.22
2026-03-06,601512,9.09,9.26,9.27,9.09,32398,29799900.0,1.98,1.87,0.17,0.22
2026-03-09,601512,9.1,9.04,9.19,8.98,43110,39008505.0,2.27,-2.38,-0.22,0.29
2026-03-10,601512,9.1,9.2,9.21,9.04,34582,31637183.0,1.88,1.77,0.16,0.23
2026-03-11,601512,9.2,9.22,9.23,9.13,24511,22538482.0,1.09,0.22,0.02,0.16
2026-03-12,601512,9.22,9.25,9.3,9.16,30628,28289502.0,1.52,0.33,0.03,0.2
2026-03-13,601512,9.2,9.28,9.38,9.19,32659,30444788.0,2.05,0.32,0.03,0.22
2026-03-16,601512,9.34,9.2,9.34,9.12,36843,33860252.0,2.37,-0.86,-0.08,0.25
2026-03-17,601512,9.24,9.18,9.34,9.17,25636,23741627.0,1.85,-0.22,-0.02,0.17
2026-03-18,601512,9.14,9.08,9.19,8.98,31057,28100645.0,2.29,-1.09,-0.1,0.21
2026-03-19,601512,9.0,8.89,9.09,8.87,31094,27829902.0,2.42,-2.09,-0.19,0.21
2026-03-20,601512,8.89,8.85,9.02,8.83,28831,25679697.0,2.14,-0.45,-0.04,0.19
2026-03-23,601512,8.91,8.34,8.91,8.25,60059,51253910.0,7.46,-5.76,-0.51,0.4
2026-03-24,601512,8.45,8.69,8.71,8.41,46890,40105842.0,3.6,4.2,0.35,0.31
2026-03-25,601512,8.66,8.68,8.72,8.6,38907,33702385.0,1.38,-0.12,-0.01,0.26
2026-03-26,601512,8.68,8.63,8.8,8.58,28569,24799367.0,2.53,-0.58,-0.05,0.19
2026-03-27,601512,8.62,8.67,8.7,8.56,30686,26526563.0,1.62,0.46,0.04,0.2
2026-03-30,601512,8.59,8.66,8.7,8.52,34824,30063803.0,2.08,-0.12,-0.01,0.23
2026-03-31,601512,8.76,8.64,8.82,8.64,32167,28051622.0,2.08,-0.23,-0.02,0.21
2026-04-01,601512,8.74,8.73,8.76,8.66,32304,28150804.0,1.16,1.04,0.09,0.22
